CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5
Santa Fe,At the corner of Cerrillos Road and St. Francis Drive,Santa Fe,NM,US,2019-12-06,na,8,,8,,,Veterans for peace,anti-war,1,Protest,0,0,0,0,1,1,https://www.santafenewmexican.com/news/local_news/santa-fean-arrested-after-anti-war-protest-in-ireland-back/article_c3d72554-17ce-11ea-91db-cf4a2f755dfb.html,,,,,
Springfield,Main St,,MA,US,2019-12-06,nearly 200; 180-250,180,,250,,,Sunrise Movement,"for Massachusetts Green New Deal legislation, for climate action, stop destroying the planet, we deserve a better future",1,march,0,0,0,0,1,1,https://www.masslive.com/springfield/2019/12/nearly-200-protest-in-front-of-us-rep-richard-neals-office-urge-endorsement-of-green-new-deal.html,online submission,,March that went to Senator Markey's office then to Represenative Neal's Office,,
Washington,Capitol Hill lawn,DC,DC,US,2019-12-06,,,,,,,general protestors,protect Tongass National forest from Trump rule change; pro-environment,1,protest,,,,,1,1,http://denver.civicaction.center/event/save-tongass-protest,https://www.facebook.com/events/430581254296930/,,,,
Bow,railroad bridge over Merrimack River,Merrimack,NH,US,2019-12-07,hundreds,200,,200,,,general protesters,"against coal-fired power plant, for climate action",1,direct action,70,0,0,0,1,1,https://www.nhpr.org/post/dozens-arrested-protest-outside-new-englands-largest-coal-power-plant-bow-nh#stream/0,https://www.thenation.com/article/activism/bow-coal-train-protest/,,,,
Cape Girardeau,Arena Park ,Cape Girardeau,MO,US,2019-12-07,approximately 50,50,,50,,,general protesters,Against the shooting of Madison Robinson ,0,Demonstration,0,0,0,0,1,1,https://www.semissourian.com/story/2653557.html,,,,,
Chicago ,Millennium Park,Cook,IL,US,2019-12-07,,,,,,,general protesters,Against sexual violence,1,Protest,0,0,0,0,1,1,https://www.dailykos.com/stories/2019/12/9/1904475/-From-Chile-to-Chicago-protest-song-offers-catharsis-to-sexual-violence-survivors-worldwide,,,,,
Colorado Springs,Acacia Park,El Paso,CO,US,2019-12-07,around 50,50,,50,,,general protesters,In support of De'Von Bailey who was shot and killed by police,0,Protest,0,0,0,0,1,1,s.com/top-stories/festival-of-lights-interrupted-by-devon-bailey-protesters/,,,,,
Laredo ,Banks of the Rio Grande,Webb,TX,US,2019-12-07,hundreds,200,,200,,,The Rio Grande International Study Center,Against the border wall,1,Sit-in,0,0,0,0,1,1,https://www.lmtonline.com/local/article/Sit-in-protest-against-border-wall-to-be-held-on-14884780.php,https://www.borderreport.com/top-stories/laredo-caught-in-the-cross-hairs-over-border-wall-citys-mayor-tells-protesters/,,,,
Saint Louis,Galleria mall,St. Louis,MO,US,2019-12-07,,,,,,,general protesters,Against the death of Terry Tillman ,0,March,0,1,0,0,1,1,https://www.ksdk.com/article/news/local/galleria-terry-tillman-protest-stl-mall/63-0040b939-2446-493e-995c-2d238e84416a,,,,,
Tuscon ,,Pima,AZ,US,2019-12-07,hundreds,200,,200,,,Stop the Wall protesters,Against the border wall,1,Protest,0,0,0,0,1,1,https://www.lmtonline.com/local/article/Sit-in-protest-against-border-wall-to-be-held-on-14884780.php,https://www.kgun9.com/news/local-news/border-wall-protest-erupts-in-downtown-tucson,,,,
Ayer,railroad track,Middlesex,MA,US,2019-12-08,Between 15 and 20,15,,20,,,general protestors,against coal; pro-environment,0,direct action,12,0,0,0,1,1,https://www.lowellsun.com/2019/12/08/protesters-arrested-for-blocking-train-in-ayer/,,,civil dis; block train track,,
Bettendorf,outside Pleasant View Baptist Church,Scott,IA,US,2019-12-08,,,,,,,general protestors,Protest Against Racial Injustice and Hate,1,protest,,,,,1,1,https://qconline.com/news/local/protest-planned-sunday-morning-at-bettendorf-church-that-held-controversial/article_7f39c102-0f2d-56db-a6c2-8df7dc362bfa.html?utm_medium=social&utm_source=twitter_Dispatch_Argus,,,reaction to Republican immigration forum held at church,,
Beverly Hills,Beverly Gardens Park,Los Angeles,CA,US,2019-12-08,more than two dozen ,24,,24,,,Free China Movement,Support pro-democracy protesters in Hong Kong,0,Protest,0,0,0,0,1,1,http://dailybruin.com/2019/12/02/protesters-in-westwood-march-in-support-of-hong-kongs-pro-democracy-mov,,,,,
Coralville,Coralville Mariott Hotel and Convention Center,Johnson,IA,US,2019-12-08,,,,,,,general protesters,Against presidential candidate Pete Buttigieg,0,Protest,0,0,0,0,1,1,https://www.press-citizen.com/story/news/2019/12/08/2020-hopeful-buttigieg-addresses-protesters-crowd-coralville/4374570002/,,,,,
Green Bay ,Lambeau Field,Brown,WI,US,2019-12-08,around 70,70,,70,,,general protesters,"Against the Washington Redskins football team name; Against racism, for indigenous peoples' rights",0,Protest,0,0,0,0,1,1,https://www.nbc26.com/news/local-news/washington-redskin-protesters-outside-lambeau,,,,,
Hooksett,,Merrimack,NH,US,2019-12-08,arrested,12,,12,,,No Coal No Gas,Against coal power plant,0,Protest,12,0,0,0,1,1,https://www.wmur.com/article/watch-loose-tire-crashes-through-restaurant-window-nearly-strikes-worker/30478972,,,,,
Los Angeles,Los Angeles County Museum of Art,Los Angeles,CA,US,2019-12-08,more than 200,200,,200,,,general protesters,Against sexual violence,1,Protest,0,0,0,0,1,1,https://www.latimes.com/entertainment-arts/story/2019-12-10/the-viral-protest-a-rapist-in-your-path-is-catchy-defiant-an-the-anthem-for-2019,,,,,
Madison,State Capitol,Dane,WI,US,2019-12-08,,,,,,,The Madison Refugee Union ,In support of refugees,1,Protest,0,0,0,0,1,1,https://wkow.com/2019/12/08/capitol-rally-calls-on-government-to-bring-in-more-refugees/,,,,,
Matlacha,,Lee,FL,US,2019-12-08,more than a dozen,12,,12,,,general protesters,Against redistricting,0,Protest,0,0,0,0,1,1,https://www.news-press.com/story/news/local/2019/12/08/matlacha-protesters-fear-renewed-cape-coral-annexation-attempt/4375433002/,,,,,
Miami,Torch of Friendship,Miami-Dade,FL,US,2019-12-08,about 50,50,,50,,,general protesters,Against sexual violence,1,Protest,0,0,0,0,1,1,https://www.miamiherald.com/news/local/community/miami-dade/downtown-miami/article238186059.html,,,,,
New York ,Midwood; Brooklyn,Kings,NY,US,2019-12-08,more than a hundred,100,,100,,,general protesters,Against synagogue' decision to rent space to a charter school for at-risk teens,0,Protest,0,0,0,0,1,1,https://www.amny.com/brooklyn/midwood-residents-protest-urban-dove-charte-school-at-east-midwood-jewish-center/,,,,,
Phoenix,"Rose Garden by the Arizona State Capitol,",Maricopa,AZ,US,2019-12-08,,,,,,,National Organization for Women,pro-immigration; pro-rights for women detained,1,rally,,,,,1,1,https://www.facebook.com/events/2394979403952417/,,,,,
Terre Haute,Federal Courthouse,Vigo,IN,US,2019-12-08,,,,,,,Death Penalty Action,Against death penalty,0,Protest,0,0,0,0,1,1,https://www.wthitv.com/content/news/Local-and-national-leaders-rally-and-march-against-the-death-penalty-565953901.html,,,,,
Wilton,In front of Jeff's Market,Muscatine,IA,US,2019-12-08,,,,,,,general protesters,Against holiday tradition of Wilton Walk,0,Protest,0,0,0,0,1,1,https://muscatinejournal.com/muscatine/news/local/wilton-walk-protested-by-religious-group/article_a29f31fb-d107-548c-8ec0-4af81b7d3efd.html,,,,,
Worcester,,Worcester,MA,US,2019-12-08,na,4,,4,,,No Coal No Gas,Against coal-fired plant,1,Protest,0,0,0,0,1,1,https://www.conwaydailysun.com/news/local/climate-protesters-arrested-for-stopping-coal-train/article_8653ced8-1aaa-11ea-95b1-bf0d5f65bdd0.html,,,,,
Albany,University of Albany,Albany,NY,US,2019-12-09,hundreds,200,,200,,,general protesters,Against tuition increases for SUNY schools,0,Protest,0,0,0,0,1,1,https://www.news10.com/news/local-news/hundreds-protest-tuition-increases-lack-of-state-funding-for-suny-schools/,,,,,
Austin ,University of Texas,Travis,TX,US,2019-12-09,,,,,,,Fire the Abusers,Against professor's research exploring sexual relations between men and boys,0,protest,0,0,0,0,1,1,https://www.washingtontimes.com/news/2019/dec/17/texas-students-protest-outside-professors-home-ove/,,,,,
Beaverton,Nike headquarters,Washington,OR,US,2019-12-09,almost 400,400,,400,,,Nike employees,Against poor treatment of women staffers at Nike,0,Protest,0,0,0,0,1,1,https://abcnews.go.com/Business/hundreds-nike-employees-march-company-headquarters-treatment-women/story?id=67624522,,,,,
Bradenton,Outside of Senate President Bill Galvano's office,Manatee,FL,US,2019-12-09,na,6,,6,,,Food & Water Watch,Against fracking,1,Protest,0,0,0,0,1,1,https://www.bradenton.com/latest-news/article238186454.html,,,,,
Broadway,Broadway High School,Rockingham ,VA,US,2019-12-09,dozens,24,,24,,,general protesters,Against Linville-Edom Elementary closing,0,Protest,0,0,0,0,1,1,https://www.whsv.com/content/news/Community-rallies-ahead-of-school-board-meeting-in-opposition-of-school-possibly-closing-565999431.html,,,,,
East Chicago ,City Hall,Lake,IN,US,2019-12-09,,,,,,,general protesters,Against shift changes in fire department,0,Protest,0,0,0,0,1,1,https://www.nwitimes.com/news/local/crime-and-courts/fire-unions-rally-against-shift-changes-ahead-of-east-chicago/article_33e54c09-1043-5737-bc92-eb79b16088e5.html,,,,,
Helena,Outside the offices of the state Public Service Commission,Lewis and Clark ,MT,US,2019-12-09,about 75,75,,75,,,general protesters,Against NorthWestern Energy's plan to acquire 800 megawatts of electricity in Montana,1,Protest,0,0,0,0,1,1,https://www.missoulacurrent.com/outdoors/2019/12/northwestern-energy-4/,,,,,
Lovingston,Nelson County courthouse,Nelson,VA,US,2019-12-09,about 200,200,,200,,,general protesters,In support of gun rights,2,Protest,0,0,0,0,1,1,https://www.newsadvance.com/news/local/nelson-county-rally-draws-a-large-crowd-for-second-amendment/article_6f75168d-9aa8-514e-b741-2d0087484626.html,,,,,
Moab,,Grand,UT,US,2019-12-09,,,,,,,Moab's teachers' union members,Against tax plan,0,Protest,0,0,0,0,1,1,https://moabtimes.com/2019/12/13/teachers-protest-tax-plan-as-governor-calls-session/,,,,,
Pahrump,Pahrump Community Library,Nye,NV,US,2019-12-09,around 100,100,,100,,,general protesters,Against the proposal to ban guns ,2,Protest,0,0,0,0,1,1,https://pvtimes.com/news/pahrump-library-gun-ban-proposal-prompts-2nd-amendment-rally-78835/,,,,,
Richmond,State Capitol,Richmond City,VA,US,2019-12-09,dozens,24,,24,,,general protesters,In support of gun rights,2,Protest,0,0,0,0,1,1,https://www.nbc12.com/2019/12/09/gun-rights-advocates-rally-state-capitol/,,,,,
Rochester,East High School,Monroe,NY,US,2019-12-09,hundreds,200,,200,,,general protesters,Against proposed layoffs,0,Protest,0,0,0,0,1,1,https://www.democratandchronicle.com/story/news/2019/12/09/rcsd-students-protest-teacher-cuts-in-rochester-ny/2628351001/,,,,,
Sacramento ,Amazon warehouse,Sacramento,CA,US,2019-12-09,more than 30; 36,30,,36,,,Amazon warehouse workers,Demanding paid time off,0,protest,0,0,0,0,1,1,https://www.vox.com/recode/2019/12/10/21005098/amazon-warehouse-workers-sacramento,,,,,
Arlington Heights,at the First United Methodist Church,Bureau,IL,US,2019-12-10,,,,,,,Northwest Suburbs Organizing for Action (NWSOFA) Indivisible; Moms Demand Action,against gun violence,1,vigil,,,,,1,1,https://www.journal-topics.com/articles/interfaith-candlelight-vigil-to-commemorate-sandy-hook-anniversary/,,,,,
Cambridge,Harvard University,Middlesex,MA,US,2019-12-10,,,,,,,graduate students,demand new contract,0,strike; picket line,,,,,1,1,https://www.thecrimson.com/article/2019/12/11/students-sit-out-strike/,,,6th day,,
Central Falls,Wyatt Detention Facility ,Providence,RI,US,2019-12-10,hundreds,200,,200,,,Never Again Action,Against ICE agreement,1,Protest,0,0,0,0,1,1,https://www.wpri.com/news/local-news/blackstone-valley/hundreds-return-to-wyatt-detention-center-to-protest-ice-agreement/,,,,,
Chula Vista,Chula Vista's Cutsoms and Border Protection headquarters,San Diego ,CA,US,2019-12-10,more than 100,100,,100,,,general protesters,Against turning away of doctors offering free flu clinic services at the Chula Vista Border Patrol Station ,1,Protest,6,0,0,0,1,1,https://www.10news.com/news/local-news/south-bay-news/six-people-arrested-during-cbp-protest-over-migrant-flu-shots,,,,,
Durham,Oxford Manor Apartments ,Durham,NC,US,2019-12-10,,,,,,,A Chance 2 Change,Against gun violence,1,Protest,0,0,0,0,1,1,https://www.cbs17.com/news/durham-activists-plan-rally-in-hopes-of-curbing-gun-violence/,,,,,
Hershey,Giant Center,Dauphin,PA,US,2019-12-10,"more than 10,000",10000,,10000,,,Trump campaign,for President Trump,2,rally,0,0,0,0,1,1,https://twitter.com/JenniferJJacobs/status/1204567988332060672,https://www.vox.com/2019/12/11/21010774/trump-hershey-pennsylvania-rally,https://www.pennlive.com/news/2019/12/trump-rally-fills-hersheys-giant-center-some-arent-able-to-get-inside.html,feat. President Trump,https://www.ydr.com/picture-gallery/news/politics/elections/2019/12/10/president-donald-trump-rally-hershey-pennsylvania-see-pictures/2632733001/,https://www.inquirer.com/news/trump-2020-rally-hershey-pennsylvania-impeachment-20191210.html
Hershey ,Giant Center,Dauphin,PA,US,2019-12-10,hundreds,200,,200,,,Capital Region Indivisible; Cumberland Valley Rising; Indivisible York,Against President Trump,1,Protest,0,0,0,0,1,1,https://www.pennlive.com/news/2019/12/protestors-vow-to-be-seen-and-heard-peacefully-at-trump-rally-in-hershey.html,https://www.pennlive.com/news/2019/12/trump-slams-security-for-ejecting-protester-too-slowly-during-hershey-rally.html,https://www.vox.com/2019/12/11/21010774/trump-hershey-pennsylvania-rally,,https://www.inquirer.com/news/trump-2020-rally-hershey-pennsylvania-impeachment-20191210.html,
Jacksonville,City Hall,Duval,FL,US,2019-12-10,,,,,,,Northside Coalition,Against proposed sale of JEA,0,Protest,0,0,0,0,1,1,https://www.news4jax.com/news/local/2019/12/10/on-eve-of-possible-vote-another-protest-of-proposed-sale-of-jea/,,,,,
Kansas City ,Outside a UMB Bank building,Jackson,MO,US,2019-12-10,,,,,,,general protesters,Against bank's involvementt in immigration detention ,1,Protest,0,0,0,0,1,1,https://www.kansascity.com/news/local/article238226249.html,,,,,
Las Vegas ,,Clark,NV,US,2019-12-10,,,,,,,general protesters,Against Bernie Sander's pitch on Medicare for all,1,Protest,0,0,0,0,1,1,https://www.washingtonexaminer.com/news/sanders-interrupted-by-union-protesters-against-medicare-for-all,,,,,
Marshall,Harrison Countty Sheriff's Office,Harrison,TX,US,2019-12-10,,,,,,,general protesters,Against the fatal shootitng of Demetrius Williams and lack of closure,0,Protest,0,0,0,0,1,1,https://www.marshallnewsmessenger.com/news/peaceful-demonstration-leads-to-conversation/article_41b6431c-1bb5-11ea-9095-eb39a596d996.html,,,,,
New York ,City Hall; Manhattan,New York,NY,US,2019-12-10,,,,,,,Parents of Success Academy,Against Mayor de Blasio's proposed space for a new Queens middle school,0,Protest,0,0,0,0,1,1,https://www.nydailynews.com/news/politics/ny-success-academy-queens-middle-school-proposal-20191210-t5n4gy7yxfhrdgtw2ti7cpvfpu-story.html,,,,,
Portland,Outside ODOT headquarters,Multnomah,OR,US,2019-12-10,,,,,,,general protesters,Against I-5 corridor expansion project,0,Protest,0,0,0,0,1,1,https://www.kptv.com/news/activists-rally-outside-odot-headquarters-in-protest-of-i-/article_75dbb90a-1bb1-11ea-9ea9-8b3dd78cc947.html,,,,,
Boston,Roxbury,Suffolk,MA,US,2019-12-10,about 75,75,,75,,,general protesters,Against merger between two City on a Hill charter schools,0,Protest,0,0,0,0,1,1,https://www.bostonherald.com/2019/12/10/city-on-a-hill-student-walkout/,,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",Ramsey,MN,US,2019-12-10,,,,,,,Interfaith Coalition on Immigration; Edina Lutheran Church; St. Paul Lutheran Church; Heart of the Beast Theater,"in solidarity with migrant detainees, against inhumane detention practices",1,vigil,0,0,0,0,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/news/page/4/,,second Tuesday of every month,,
San Diego,Border Patrol HQ,San Diego,CA,US,2019-12-10,dozens; around 60,24,,60,,,general protestors,against detention policy; pro-medical care for detainees,1,protest,6,0,0,0,1,1,https://twitter.com/JoshuaPotash/status/1204543398407024640,https://www.dailykos.com/stories/2019/12/10/1904700/-Doctors-protest-border-officials-ongoing-refusal-to-give-detained-kids-and-families-flu-shots,https://www.thecut.com/2019/12/children-keep-dying-of-the-flu-in-immigration-custody.html?utm_campaign=nym&utm_medium=s1&utm_source=fb&fbclid=IwAR3a5HTdwdDBYVc0Nkbxd96j_HAGNfLPGPtABWhAgUk0M-dSMV1R_s8v6Is,https://www.sandiegouniontribune.com/news/public-safety/story/2019-12-10/federal-authorities-arrest-6-protesters-including-doctors-outside-border-patrol-building-in-eastlake,,
Trenton,Toms River North High School,Mercer,NJ,US,2019-12-10,,,,,,,general protesters,Against regional school district funding cut,0,Protest,0,0,0,0,1,1,https://www.nj.com/news/2019/12/actress-piper-parabo-will-join-her-huge-nj-alma-maters-school-funding-protest.html,,,,,
Waikoloa,Waikoloa Beach Resort,Hawaii,HI,US,2019-12-10,,,,,,,general protesters,Against 5G technology,0,Protest,0,0,0,0,1,1,https://www.thegardenisland.com/2019/12/12/hawaii-news/hawaii-islanders-protest-against-5g/,,,,,
Washington,outside White House,DC,DC,US,2019-12-10,count pic,4,,4,,,Kremlin Annex,anti-Trump,1,protest,,,,,1,1,https://twitter.com/KremlinAnnex/status/1204566899696250880,,,,,
Bangor,Outside of Representative Jared Golden's district office,Penobscot,ME,US,2019-12-11,nearly 50,50,,50,,,Republican National Committee; Maine Republican Party,Anti-impeachment,2,Protest,0,0,0,0,1,1,https://bangordailynews.com/2019/12/11/news/bangor/trump-supporters-rally-against-impeachment-at-goldens-downtown-bangor-office/,,,,,
Chesterfield,,Chesterfield,VA,US,2019-12-11,,,,,,,general protesters,Support gun rights,2,Protest,0,0,0,0,1,1,https://www.nbc12.com/2019/12/11/news-know-dec-driver-flees-fiery-crash-nd-amendment-sanctuary-protest-several-schools-delayed-due-snowy-commute/,,,,,
Coatesville,,Chester,PA,US,2019-12-11,,,,,,,Earth Quaker Action Team,For sustainable and just economy through nonviolent direct action,0,Demonstration,0,0,0,0,0,1,https://www.pottsmerc.com/news/protesters-arrested-at-phoenixville-peco-facility/article_63ca8df0-1c41-11ea-a666-273c7c6493d0.html,,,,,
Durango,Fort Lewis College,La Plata,CO,US,2019-12-11,about 40,40,,40,,,general protesters,Against sexual violence,1,Protest,0,0,0,0,1,1,https://durangoherald.com/articles/306302,,,,,
Encinitas,Cardiff School,San Diego ,CA,US,2019-12-11,,,,,,,general protesters,Against halted school construction,0,Protest; march,0,0,0,0,1,1,https://www.encinitasadvocate.com/news/local-news/story/2019-12-12/cardiff-school-families-march-to-restart-rebuild,,,,,
Lincoln,,Providence,RI,US,2019-12-11,more than 50,50,,50,,,general protesters,Against sex offender Richard Gardner,0,Protest,0,0,0,0,1,1,https://www.abc6.com/story/41441331/dozens-protest-sex-offender-richard-gardner-moving-to-lincoln,,,,,
Los Angeles,,Los Angeles,CA,US,2019-12-11,,,,,,,general protesters,Against low-income resident evictions,0,Protest,0,0,0,0,1,1,https://abc7.com/politics/housing-rights-advocates-protest-resident-evictions-in-la/5748323/,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-12-11,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Moab,,Grand,UT,US,2019-12-11,,,,,,,Moab's teachers' union members,Against tax plan,0,Protest,0,0,0,0,1,1,https://moabtimes.com/2019/12/13/teachers-protest-tax-plan-as-governor-calls-session/,,,,,
New York ,Manhattan,New York,NY,US,2019-12-11,,,,,,,general protesters,Against presidential candidate Pete Buttigieg,0,Protest,0,0,0,0,1,1,https://www.nytimes.com/2019/12/12/us/politics/pete-buttigieg-protests.html,,,,,
Phoenixville,,Chester,PA,US,2019-12-11,approximately 30,30,,30,,,Earth Quaker Action Team ,For sustainable and just economy through nonviolent direct action,0,Demonstration,4,0,0,0,0,1,https://www.pottsmerc.com/news/protesters-arrested-at-phoenixville-peco-facility/article_63ca8df0-1c41-11ea-a666-273c7c6493d0.html,,,,,
San Ysidro ,,San Diego,CA,US,2019-12-11,about 40,40,,40,,,general protesters,Against immigration detention facilities,1,Vigil; protest,0,0,0,0,1,1,https://apnews.com/261e21de206c6a4b3274eb620ede0a6d,,,,,
Temple,City Hall,Bell,TX,US,2019-12-11,dozens,24,,24,,,general protesters,Against lack of narrative in Michael Dean's death,0,March,0,0,0,0,1,1,https://www.tdtnews.com/news/central_texas_news/article_f6904cbc-1c76-11ea-92ae-cf7b8bfe14ac.html,,,,,
Warminster,,Bucks,PA,US,2019-12-11,,,,,,,Earth Quaker Action Team,For sustainable and just economy through nonviolent direct action,0,Demonstration,0,0,0,0,0,1,https://www.pottsmerc.com/news/protesters-arrested-at-phoenixville-peco-facility/article_63ca8df0-1c41-11ea-a666-273c7c6493d0.html,,,,,
Weymouth ,Fore River Bridge,Norfolk,MA,US,2019-12-11,na,6,,6,,,Fore River Residents Against the Compressor Station,Against excavation of contaminated soil until tests are done for the presence of asbestos,0,Protest,0,0,0,0,1,1,https://www.patriotledger.com/news/20191211/6-more-protesters-arrested-at-weymouth-compressor-site,,,,,
Wichita,Maize South High School,Sedgwick,KS,US,2019-12-11,na,4,,4,,,general protesters,Against school district's policies,0,Protest,0,0,0,0,1,1,https://www.ksn.com/news/local/maize-parents-rally-to-block-children-from-protester-signs-outside-school/,,,,,
Memphis,Holy City Church of God,Shelby,TN,US,2019-12-12,,,,,,,Moms Demand Action,against gun violence,1,vigil,,,,,1,1,https://twitter.com/jbellbooks/status/1204193357330812932,,,,,
Mays Landing,Outside U.S. Rep. Jeff Van Drew's office,Atlantic,NJ,US,2019-12-12,,,,,,,general protesters,Pro-impeachment,1,Protest,0,0,0,0,1,1,https://www.pressofatlanticcity.com/politics/democrats-protest-to-persuade-van-drew-to-change-impeachment-vote/article_7711e3c1-9846-5374-bcd1-fb496725bfe8.html,,,,,
Moab ,,Grand,UT,US,2019-12-12,,,,,,,Moab's teachers' union members,Against tax plan,0,Protest,0,0,0,0,1,1,https://moabtimes.com/2019/12/13/teachers-protest-tax-plan-as-governor-calls-session/,,,,,
Northport ,Northport Middle School,Suffolk,NY,US,2019-12-12,,,,,,,general protesters,In support of action against noxious odors at middle school,0,Protest,0,0,0,0,1,1,http://longisland.news12.com/story/41446591/northport-parents-rally-after-new-odors-enter-middle-school,,,,,
Trenton ,,Mercer,NJ,US,2019-12-12,hundreds,200,,200,,,general protesters,Against bill that would end religious exemptions for inoculations ,0,Protest,0,0,0,0,1,1,https://www.washingtonpost.com/health/2019/12/13/hundreds-anti-vaxxers-flood-new-jersey-capital-protest-bill-that-would-end-religious-exemptions/,,,,,
Chapel Hill,University of North Carolina,Chatham,NC,US,2019-12-13,,,,,,,general protesters,Against Silent Sam settlement,0,Protest,0,0,0,0,1,1,https://www.newsobserver.com/news/local/education/article238228074.html,,,,,
