CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5
Chicago,Augustana Lutheran Church; 5500 S Woodlawn Ave,Cook,IL,US,2019-12-13,,,,,,,general protestors,against gun violence,1,vigil,,,,,1,1,https://hpherald.com/2019/12/09/church-to-host-annual-vigil-for-survivors-of-gun-violence/,,,,,
Gainesville,,Alachua,FL,US,2019-12-13,,,,,,,general protesters,Support land conservation ,1,Protest,0,0,0,0,1,1,https://www.gainesville.com/news/20191213/land-conservation-advocates-rally-in-gainesville,,,,,
Kingsport,Holston Valley Medical Center,Sullivan,TN,US,2019-12-13,arrested,4,,4,,,general protesters,Against changes to HVMC trauma level and NICU,0,Protest,4,0,0,0,1,1,https://www.timesnews.net/Local/2019/12/13/Holston-Valley-protesters-issued-citations.html,,,,,
Milwaukee,Wauwatosa East High School,Milwaukee,WI,US,2019-12-13,more than 200,200,,200,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://fox6now.com/2019/12/13/we-dont-want-to-be-next-students-hold-rally-walkout-against-gun-violence/,https://www.wisn.com/article/australia-turns-from-defense-to-offense-in-wildfire-battle/30485441,,,,
Milwaukee,Milwaukee School of Arts,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.wisn.com/article/australia-turns-from-defense-to-offense-in-wildfire-battle/30485441,,,,,
Milwaukee,Whitefish Bay High School,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.wisn.com/article/australia-turns-from-defense-to-offense-in-wildfire-battle/30485441,,,,,
Milwaukee,Shorewood High School,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.wisn.com/article/australia-turns-from-defense-to-offense-in-wildfire-battle/30485441,,,,,
Milwaukee,Milwaukee School of Languages,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.jsonline.com/story/communities/west/news/wauwatosa/2019/12/13/wisconsin-high-school-students-participate-walkout-friday/2638350001/,,,,,
Milwaukee,Pius XI High School,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.jsonline.com/story/communities/west/news/wauwatosa/2019/12/13/wisconsin-high-school-students-participate-walkout-friday/2638350001/,,,,,
Milwaukee,Rufus King High School,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.jsonline.com/story/communities/west/news/wauwatosa/2019/12/13/wisconsin-high-school-students-participate-walkout-friday/2638350001/,,,,,
Milwaukee,Vincent High School,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.jsonline.com/story/communities/west/news/wauwatosa/2019/12/13/wisconsin-high-school-students-participate-walkout-friday/2638350001/,,,,,
Milwaukee,Ronald Reagan College Prep High School,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.jsonline.com/story/communities/west/news/wauwatosa/2019/12/13/wisconsin-high-school-students-participate-walkout-friday/2638350001/,,,,,
Milwaukee,Carmen South High School,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.jsonline.com/story/communities/west/news/wauwatosa/2019/12/13/wisconsin-high-school-students-participate-walkout-friday/2638350001/,,,,,
Milwaukee,Escuela Verde High School,Milwaukee,WI,US,2019-12-13,,,,,,,general protesters,Against gun violence,1,Protest; walkout,0,0,0,0,0,0,https://www.jsonline.com/story/communities/west/news/wauwatosa/2019/12/13/wisconsin-high-school-students-participate-walkout-friday/2638350001/,,,,,
Naperville,First Congregational Church,DuPage,IL,US,2019-12-13,,,,,,,general protestors,against gun violence,1,vigil,,,,,1,1,https://www.dailyherald.com/news/20191210/naperville-vigil-to-remember-gun-violence-victims-7-years-after-sandy-hook,,,,,
Rochester,Young Mothers and Interim Health Academy,Monroe,NY,US,2019-12-13,,,,,,,general protesters,Against proposed layoffs,0,Protest,0,0,0,0,1,1,https://www.wxxinews.org/post/more-rcsd-students-staff-protest-proposed-layoffs,,,,,
Sarasota,Philippi Estate Park,Sarasota,FL,US,2019-12-13,dozens,24,,24,,,general protesters,Against redistricting,0,Protest,0,0,0,0,1,1,https://www.mysuncoast.com/2019/12/13/many-voicing-their-concerns-over-controversial-redistricting-map-hold-protest/,,,,,
St. Augstine ,Doug Crane Boat Ramp,St. Johns,FL,US,2019-12-13,dozens,24,,24,,,general protesters,Support land conservation ,1,Protest,0,0,0,0,1,1,https://www.staugustine.com/news/20191213/st-augustine-officials-rally-for-state-conservation-funding,,,,,
Valparaiso,,Porter,IN,US,2019-12-13,around 150,150,,150,,,general protesters,Against the end of a dual language immersion program in Valparaiso school district,0,Protest,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-parkview-protest-1214-20191213-5dluvh7pfnfvzluynt5xpszssi-story.html,,,,,
Washington,Capitol,DC,DC,US,2019-12-13,around 65,65,,65,,,general protesters,Anti-impeachment,2,Protest,0,0,0,0,1,1,https://www.dailydot.com/layer8/anti-impeachment-rally/,,,,,
Washington ,Capitol,DC,DC,US,2019-12-13,count pic,7,,7,,,general protesters,Against climate change inaction,1,Protest,1,0,0,0,1,1,https://www.wusa9.com/article/news/local/sally-field-jane-fonda-arressted/65-fb8172e4-2700-4fa9-9724-a371ecf7233f,,,,,
Youngstown ,Outside of Congressman Tim Ryan's office,Mahoning,OH,US,2019-12-13,,,,,,,Trump Victory,Anti-impeachment,2,Protest,0,0,0,0,1,1,https://www.wfmj.com/story/41451215/local-trump-supporters-host-antiimpeachment-protest,,,,,
Alamogordo,,Otero,NM,US,2019-12-14,,,,,,,general protesters,Against New Mexico House Bill 83,2,protest,0,0,0,0,1,1,https://www.alamogordonews.com/story/news/2019/12/17/donald-trump-impeachment-democrats-republican-new-mexico/2667790001/,,,,,
Arlington,,Arlington,VA,US,2019-12-14,about 100,100,,100,,,general protesters,Against payroll fraud in construction of Amazon head quarter building,0,Protest,0,0,0,0,1,1,https://www.unionleader.com/news/business/amazon-gets-final-ok-for-its-new-hq-in-arlington/article_ba2e090a-cd6c-5905-abe4-b644b51fc374.html,,,,,
Bettendorf,Pleasant View Baptist Church,Scott,IA,US,2019-12-14,na,50,,50,,,general protesters,In support of immigrants,1,Protest,0,0,0,0,1,1,https://qconline.com/news/local/protestors-call-for-love-not-hate-outside-bettendorf-church-sunday/article_cd143603-5bf7-58af-9ecd-0694d8d5b084.html,,,,,
Bloomfield Hills,Woodward Avenue,Oakland,MI,US,2019-12-14,more than 70,70,,70,,,general protestors,pro-Trump; anti-impeachment,2,rally,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/oakland-county/2019/12/14/trumpers-rally-against-madness-impeachment-bloomfield-hills/4408956002/,,,,,
Bloomsfield Hills,Oakland County Republican Party's office,Oakland,MI,US,2019-12-14,,,,,,,The Michigan Conservative Coalition ,Anti-impeachment ,2,Protest,0,0,0,0,1,1,https://www.theoaklandpress.com/news/anti-impeachment-rally-planned-in-bloomfield-hills/article_6e09c330-1c41-11ea-b1e1-87c87632a075.html,,,,,
Cambridge,Harvard University,Middlesex,MA,US,2019-12-14,15 to 20,15,,20,,,Harvard students,Supporting demands for better pay; Against sexual harrassment and discrimination,0,Protest; march,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2019/12/14/joe-kennedy-iii-marches-with-striking-harvard-graduate-students/XC77aiEVlkxBo0hZ9BDadK/story.html,,,,,
Clovis,,Curry,NM,US,2019-12-14,,,,,,,Trump Victory; the Republican Party of New Mexico ,anti-impeachment ,2,Protest,0,0,0,0,1,1,https://www.easternnewmexiconews.com/story/2019/12/11/news-releases/gop-hosting-anti-impeachment-protest-saturday-in-clovis/164020.html,,,,,
Cullen ,First Baptish Church,Webster Parish,LA,US,2019-12-14,,,,,,,general protesters,Against gun violence,1,march; rally,0,0,0,0,1,1,https://press-herald.com/anti-gun-violence-rally-to-take-place-in-cullen/,https://www.ktbs.com/news/webster-parish-pastors-hold-anti-violence-rally/article_72aaaa7e-1ee1-11ea-adb9-eba7692f3650.html,,,,
Del Mar,,San Diego,CA,US,2019-12-14,more than 30 ,30,,30,,,NeverAgainCA,Anti-gun violence,1,Protest,0,0,0,0,1,1,https://fox5sandiego.com/2019/12/14/protesters-rally-as-gun-show-returns-to-del-mar/,,,,,
Eau Claire,Outside U.S. Rep. Ron Kind's district office,Eau Claire,WI,US,2019-12-14,about 50,50,,50,,,general protesters,Against impeachment,2,rally,0,0,0,0,1,1,https://www.leadertelegram.com/news/front-page/trump-supporters-protest-impeachment-vote/image_9eba17c7-a625-551e-9465-ceee04901507.html,,,,,
Fort Collins,,Larimer,CO,US,2019-12-14,,,,,,,general protesters,Against New Belgium's pending sale,0,protest,0,0,0,0,1,1,https://mountainx.com/news/human-rights-activists-protest-new-belgiums-pending-sale/,,,,,
Glendale,Glendale Library,Los Angeles,CA,US,2019-12-14,,,,,,,general protesters,Against impeachment,2,protest,0,0,0,0,1,1,https://www.washingtonexaminer.com/news/watch-scuffles-as-anti-impeachment-protesters-interrupt-schiff-town-hall,,,,,
Hartford,2550 Main Street,Hartford,CT,US,2019-12-14,,,,,,,Mothers United Against Violence; CT Against Gun Violence,against gun violence,1,vigil,0,0,0,0,1,1,https://www.nbcconnecticut.com/news/local/church-services-vigils-to-mark-7th-anniversary-of-sandy-hook-shooting/2195019/,,,,,
Kingsport,Colonial Heights Presbyterian Church,Sullivan,TN,US,2019-12-14,,,,,,,Moms Demand Action,against gun violence,1,vigil,,,,,1,1,https://twitter.com/jbellbooks/status/1204193357330812932,,,,,
Madison,State Capitol,Dane,WI,US,2019-12-14,,,,,,,March for Our Lives West,Against gun violence,1,vigil; march,0,0,0,0,1,1,https://wkow.com/2019/12/14/madison-students-remember-sandy-hook-victims-march-against-gun-violence/,,,,,
Manchester,,Hillsborough,NH,US,2019-12-14,,,,,,,Stop the Madness,Anti-impeachment,2,Protest,0,0,0,0,1,1,https://www.wmur.com/article/gop-protestors-urge-pappas-to-oppose-impeachment/30229909,,,,,
Milford,,New Haven,CT,US,2019-12-14,,,,,,,general protesters,Against plea deal for person who attacked Milford woman,0,rally,0,0,0,0,1,1,https://www.wtnh.com/news/connecticut/new-haven/no-plea-deal-supporters-of-milford-woman-who-was-brutally-attacked-in-her-own-home-hold-rally/,,,,,
Milwaukee,Comfort Suites hotel at North 108th Street and West Park Place,Milwaukee,WI,US,2019-12-14,,,,,,,The Original Black Panthers,Against discriminatory hotel policy,0,Protest,0,0,0,0,1,1,https://www.wisn.com/article/original-black-panthers-protest-at-comfort-suites-hotel/30230095,,,,,
Minneapolis,,Hennepin,MN,US,2019-12-14,,,,,,,general protesters,Against lack of stable housing for Native Americans without homes,0,protest,0,0,0,0,1,1,https://www.mprnews.org/story/2019/12/15/native-group-retakes-homeless-camp-decry-unacceptable-pace,,,,,
Nashville,Progressive Missionary Baptist Church,Davidson,TN,US,2019-12-14,,,,,,,Moms Demand Action,against gun violence,1,vigil,,,,,1,1,https://twitter.com/jbellbooks/status/1204193357330812932,,,,,
New York ,in front of Indian Consulate; Manhattan ,New York ,NY,US,2019-12-14,about 150,150,,150,,,All India Congress Committee ,against Narendra Modi Governments economic policies ,0,rally,0,0,0,0,1,1,https://theunn.com/2020/01/bharat-bachao-rally-in-front-of-the-indian-consulate-in-new-york/,,,,,
Salisbury,,Litchfield,CT,US,2019-12-14,,,,,,,general protestors,against gun violence,1,vigil,,,,,1,1,https://www.nbcconnecticut.com/news/local/church-services-vigils-to-mark-7th-anniversary-of-sandy-hook-shooting/2195019/,,,,,
Bald Head Island,,Brunswick,NC,US,2019-12-15,,,,,,,general protesters,Against coyote trapping,0,protest,0,0,0,0,1,1,https://www.wwaytv3.com/2019/12/15/residents-protest-against-coyote-trapping/,,,,,
New York,Sunnyside; Queens,Queens,NY,US,2019-12-15,,,,,,,general protesters,In support of a commercial rent control bill,0,protest,0,0,0,0,1,1,https://qns.com/story/2019/12/18/sunnyside-councilman-small-business-owners-rally-for-commercial-rent-control/,,,,,
San Diego ,Waterfront Park,San Diego,CA,US,2019-12-15,hundreds,200,,200,,,Indivisible San Diego,For impeachment of President Trump,1,protest,0,0,0,0,1,1,https://www.cbs8.com/article/news/politics/national-politics/san-diegans-rally-to-demand-president-trump-be-impeached-removed-from-office/509-e0c48d1b-0e1c-4b06-8c10-b0683b0d6f03,,,,,
Santa Fe,,Santa Fe,NM,US,2019-12-15,,,,,,,general protesters,Against improper medical treatment for jail inmates,0,protest; vigil,0,0,0,0,1,1,https://www.santafenewmexican.com/news/local_news/family-friends-mourn-a-death-protest-at-santa-fe-county/article_a1fbc410-1b86-11ea-9e32-f7f90012e351.html,,,,,
Trenton,State Capitol,Mercer,NJ,US,2019-12-15,hundreds,200,,200,,,general protesters,Anti-vaccination,0,protest,0,0,0,0,1,1,https://www.nj.com/politics/2019/12/anti-vaccination-protesters-pro-immigrant-groups-swarm-statehouse-as-big-bills-are-debated.html,,,,,
Trenton,State Capitol,Mercer,NJ,US,2019-12-15,hundreds,200,,200,,,general protesters,Pro-immigration,1,protest,0,0,0,0,1,1,https://www.nj.com/politics/2019/12/anti-vaccination-protesters-pro-immigrant-groups-swarm-statehouse-as-big-bills-are-debated.html,,,,,
White Plains,,Westchester,NY,US,2019-12-15,dozens,24,,24,,,Indivisible White Plains,For impeachment of President Trump,1,protest,0,0,0,0,1,1,http://westchester.news12.com/story/41454010/proimpeachment-rally-held-in-white-plains,,,,,
Atlanta,City Hall,Fulton,GA,US,2019-12-16,dozens,24,,24,,,general protesters,Against lack of action regarding housing concerns,0,protest,0,0,0,0,1,1,https://www.11alive.com/article/news/community/dozens-protest-housing-concerns-at-atlantas-city-hall/85-cd03eae8-1856-4708-aacd-dac05fb6371f,,,,,
Bakersfield,,Kern,CA,US,2019-12-16,,,,,,,general protesters,Support higher wages for home care workers,0,protest,0,0,0,0,1,1,https://www.kget.com/news/home-care-workers-rally-for-higher-wages/,,,,,
Bangor,Outside U.S. Rep. Jared Golden's office,Penobscot,ME,US,2019-12-16,about 60,60,,60,,,general protesters,Support impeachment,1,protest,0,0,0,0,1,1,https://bangordailynews.com/2019/12/16/news/bangor/impeachment-supporters-rally-outside-goldens-office-two-days-before-house-vote/,,,,,
Berkeley,Sproul Plaza,Alameda,CA,US,2019-12-16,,,,,,,UC Berkeley graduate students,Support higher wages,0,protest,0,0,0,0,1,1,https://www.dailycal.org/2019/12/18/uc-berkeley-graduate-students-protest-in-solidarity-with-uc-santa-cruz-wildcat-strike/,,,,,
Christiansburg,,Montgomery,VA,US,2019-12-16,,,,,,,general protesters,Against plan to widen major highways,0,protest,0,0,0,0,1,1,https://wtop.com/dc-transit/2019/12/md-toll-lane-opponents-rally/,,,,,
Des Moines,Iowa GOP headquarters,Polk,IA,US,2019-12-16,about 2 dozen,24,,24,,,general protestors,pro-Trump; anti-impeachment,2,rally,0,0,0,0,1,1,https://www.radioiowa.com/2019/12/16/anti-impeachment-rally-held-at-iowa-gop-headquarters/,,,,,
Memphis,,Shelby,TN,US,2019-12-16,,,,,,,MoveOn.org,Support impeachment,1,protest; rally,0,0,0,0,1,1,https://www.localmemphis.com/news/local-news/nobody-is-above-the-law-rallies-held-in-memphis-across-the-nation-in-support-of-impeaching-president-trump/,,,,,
Milwaukee,City Hall,Milwaukee,WI,US,2019-12-16,nearly 100,100,,100,,,SEIU; Fight for $15,Against judge ruling voter registrations ineligible,0,protest,0,0,0,0,1,1,https://www.cbs58.com/news/voters-hold-rally-protesting-purged-registrations,,,,,
New York,Woodside; Queens,Queens,NY,US,2019-12-16,,,,,,,Make the Road New York,Against future openings of Amazon distribution centers,0,protest,0,0,0,0,1,1,https://qns.com/story/2019/12/18/we-wont-let-them-abuse-workers-community-activists-rally-for-workers-rights-outside-of-amazon-warehouse-in-woodside/,,,,,
New York ,Beacon High School; Manhattan,New York,NY,US,2019-12-16,hundreds,200,,200,,,general protesters,Against culture of racism ignored by administraotrs at Beacon High School,0,protest; sit-in,0,0,0,0,1,1,https://www.nydailynews.com/new-york/education/ny-beacon-sit-in-racism-20191216-ursh647vcfbmpfpmmd6tc7oqt4-story.html,,,,,
Philadelphia,City Hall,Philadelphia,PA,US ,2019-12-16,dozens,24,,24,,,general protesters,Support stronger police accountability ,0,rally,0,0,0,0,1,1,https://www.inquirer.com/news/larry-krasner-malcolm-jenkins-keir-bradford-grey-philadelphia-police-commissioner-contract-20191217.html,,,,,
Rochester,,Monroe,NY,US,2019-12-16,more than a hundred,100,,100,,,general protesters,Against teacher layoffs,0,protest,0,0,0,0,1,1,https://www.democratandchronicle.com/story/news/2019/12/16/rcsd-teacher-layoffs-students-protest-monday-meeting/2667433001/,,,,,
Rochester Hills,Oakland University,Oakland,MI,US,2019-12-16,,,,,,,Stop the Madness,Anti-impeachment,2,Protest,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/oakland-county/2019/12/14/trumpers-rally-against-madness-impeachment-bloomfield-hills/4408956002/,,,,,
Rochester Hills,Oakland University,Oakland ,MI,US,2019-12-16,roughly a dozen,12,,12,,,general protesters,Against impeachment,2,protest,0,0,0,0,1,1,https://www.mlive.com/public-interest/2019/12/pro-trump-protesters-verbally-clash-with-slotkin-supporters-at-town-hall.html,,,,,
Sahuarita,,Pima,AZ,US,2019-12-16,,,,,,,ASARCO Teamsters,Against labor law violations,0,protest,0,0,0,0,1,1,https://www.kgun9.com/news/local-news/asarco-teamsters-take-part-in-national-rally-day,,,,,
San Francisco,,San Francisco,CA,US,2019-12-16,more than 100,100,,100,,,general protesters,Demanding guaranteed electrical power to all customers before Pacific Gas and Electric Co. pay shareholders,0,rally,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/Protest-in-downtown-San-Francisco-blocks-14909732.php,,,,,
Seattle,Offices of Senators Patty Murray and Maria Cantwell,King,WA,US,2019-12-16,two dozen,24,,24,,,general protesters,Support Green New Deal,0,protest,0,0,0,0,1,1,https://www.kuow.org/stories/young-climate-protestors-ask-murray-cantwell-to-sign-onto-green-new-deal,,,,,
St. Paul,City Hall,Ramsey,MN,US,2019-12-16,,,,,,,SEIU Local 26,For protection of workers,0,protest; demonstration,0,0,0,0,1,1,http://www.startribune.com/workers-in-st-paul-protest-wage-theft-lack-of-sick-time/566252662/,,,,,
Staten Island,City University of New York,Richmond,NY,US,2019-12-16,,,,,,,general protesters,Against tuition hike for CUNY,0,protest,0,0,0,0,1,1,https://www.silive.com/news/2019/12/despite-protest-cuny-approves-wellness-fee-continued-tuition-hike.html,,,,,
Wilkes-Barre,outside US Representative Matt Cartwright's office,Luzerne,PA,US,2019-12-16,,,,,,,general protestors,pro-Trump; anti-impeachment,2,rally,0,0,0,0,1,1,https://wnep.com/2019/12/16/anti-impeachment-protest-in-wilkes-barre/,,,,,
Wilkes-Barre,outside US Representative Matt Cartwright's office,Luzerne,PA,US,2019-12-16,,,,,,,general protestors,anti-Trump; pro-impeachment,1,counter-protest,0,0,0,0,0,1,https://wnep.com/2019/12/16/anti-impeachment-protest-in-wilkes-barre/,,,,,
Wilkes-Barre,Intersection of East Market Street and Pennsylvania Avenue,Luzerne,PA,US,2019-12-16,,,,,,,general protesters,Against impeachment,2,protest,0,0,0,0,1,1,https://www.citizensvoice.com/news/protesters-on-both-sides-rally-in-wilkes-barre-ahead-of-trump-impeachment-vote-1.2572300,,,,,
Wilkes-Barre,Intersection of East Market Street and Pennsylvania Avenue,Luzerne,PA,US,2019-12-16,,,,,,,general protesters,Against impeachment,1,protest; counter-protest,0,0,0,0,1,1,https://www.citizensvoice.com/news/protesters-on-both-sides-rally-in-wilkes-barre-ahead-of-trump-impeachment-vote-1.2572300,,,,,
Akron,,Summit,OH,US,2019-12-17,na,7,,7,,,general protestors,pro-Trump,2,counter-protest,,,,,0,1,https://twitter.com/realdawnhoward/status/1207126269198028801,,,,,
Anacortes,12th Commercial Avenue,Skagit,WA,US,2019-12-17,na,10,,10,,,general protestors,pro-Trump,2,protest,,,,,0,1,https://twitter.com/mckaj5/status/1207129911866970113,,,,,
Beaver,,Beaver,PA,US,2019-12-17,~30-50,30,,50,,,general protestors,pro-Trump,2,counter-protest,,,,,0,1,https://twitter.com/lara_putnam/status/1207150184347648000,,,,,
Billings,Yellowstone County Courthouse lawn,Yellowstone ,MT,US,2019-12-17,na,2,,2,,,general protestors,pro-Trump,2,counter-protest,0,0,0,0,0,1,https://www.ktvq.com/news/local-news/dozens-rally-in-favor-of-impeaching-trump-in-billings,,,,,
Boise,Downtown Boise around Capitol Blvd and Front Street,Ada,ID,US,2019-12-17,about 15,15,,15,,,MAGA Girl,pro-Trump,2,counter-protest,0,0,0,0,0,1,https://www.idahostatesman.com/news/politics-government/state-politics/article238440158.html,,,,,
Bradenton,County Courthouse steps ,Manatee,FL,US,2019-12-17,lone,1,,1,,,general protestors,pro-Trump,2,counter-protest,0,0,0,0,0,1,https://www.bradenton.com/news/local/article238470728.html,,,,,
Burbank,Five Points Art Monument,Los Angeles,CA,US,2019-12-17,na,3,,3,,,general protestors,pro-Trump,2,counter-protest,0,0,0,0,0,1,https://twitter.com/myBurbankNEWS/status/1207117973514641408,https://twitter.com/JohnHeaner/status/1207126145545621504,,,,
Cape Coral,US Rep. Francis Rooney's Office,Lee,FL,US,2019-12-17,,,,,,,general protestors,pro-Trump,2,counter-protest,0,0,0,0,0,1,https://www.nbc-2.com/story/41465753/rally-to-impeach-president-trump-erupts-at-collier-county-courthouse,,,,,
Chico ,,Butte,CA,US,2019-12-17,,,,,,,general protestors,pro-Trump,2,counter-protest,,,,,0,1,https://twitter.com/StrikeNational/status/1207118986694934528,,,,,
Claremont ,Intersection of Foothill and Indian Hill Blvds,Los Angeles,CA,US,2019-12-17,about 10,10,,10,,,general protestors,pro-Trump,2,counter-protest,0,0,0,0,0,1,https://twitter.com/Ron_LaPierre/status/1207156526084833283,https://www.pe.com/2019/12/17/president-donald-trump-impeachment-supporters-foes-rally-in-inland-empire/,,,,
Claremore,,Rogers,OK,US,2019-12-17,,,,,,,general protestors,pro-Trump,2,counter-protest,,,,,0,1,https://twitter.com/therealwallbie/status/1207097667215597569,,,,,
Clovis,District Office of Devin Nunes,Fresno,CA,US,2019-12-17,about two dozen,24,,24,,,general protestors,pro-Trump,2,counter-protest,0,0,0,0,0,1,https://www.yourcentralvalley.com/news/local-news/impeachment-rally-in-clovis-nobody-is-above-the-law-2/,https://twitter.com/craftyme25/status/1207146786617298944,,,,
Corpus Christi,,Nueces,TX,US,2019-12-17,more than a dozen,12,,12,,,general protesters,Against city plans to submit desalination permits,1,protest,0,0,0,0,1,1,https://www.caller.com/story/news/local/2019/12/18/city-corpus-christi-seeking-desalination-permits-groups-protest/2662281001/,,,,,
Crystal Lake,"Across from ""The Pointe"" on the sidewalk ",McHenry ,IL,US,2019-12-17,na,3,,3,,,general protestors,pro-Trump,2,counter-protest,,,,,0,1,https://twitter.com/RU486ingFascism/status/1207112046678069249,,,,,
Elkton,,Cecil,MD,US,2019-12-17,,,,,,,general protesters,Against the Cecil County Sheriff's Office's agreement to screen for immigrant status,1,protest,0,0,0,0,1,1,https://www.myeasternshoremd.com/kent_county_news/news/regional/cecil-residents-protest-county-s-agreement-with-ice/article_0480da34-d5c3-51c5-81c6-ef0d203741ce.html,,,,,
