CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
St. Petersburg,McDonald’s at 4595 34th St. S,Pinellas,FL,US,2019-01-08,around 30,30,,30,,,"McDonald's workers, Fight for $15 wage activists","wanting McDonald’s to establish store security protocols, and provide protection and a voice on the job for its predominantly Black and Latinx women workforce",1,"strike, protest",0,0,0,0,1,1,http://www.tampabay.com/business/in-aftermath-of-viral-mcdonalds-fight-workers-plan-strike-to-demand-training-protection-from-violence-20190107/,https://www.wtsp.com/article/news/crime/protesters-rally-around-mcdonalds-worker-who-was-grabbed-by-customer-on-new-years-eve/67-b251e5b6-ce9e-46ad-9764-2455c38aba29,,,,,
Washington,outside White House,DC,DC,US,2019-01-08,,,,,,,general protestors ,anti-Trump,1,protest,,,,,1,1,https://twitter.com/Yamiche/status/1082809366493958144,,,,,,
Hartford,outside the inauguration,Hartford,CT,US,2019-01-09,,,,,,,general protestors ,rally for climate change,0,rally,0,0,0,0,1,1,https://www.meetup.com/350CT-org/events/257605189/,https://www.wtnh.com/news/politics/toll-protesters-out-in-hartford-on-inauguration-day/1694268218,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-01-09,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,
Washington,outside Supreme Court,DC,DC,US,2019-01-09,count pic,17,,17,,,general protestors ,protest US support of Saudi Arabia's war in Yemen; protest federal detention center at Guantanamo Bay in Cuba,1,protest,5,0,0,0,1,1,https://buffalonews.com/2019/01/10/buffalo-activist-arrested-in-supreme-court-protest/,,,civil dis,,,
Atlanta,in front of the Domestic North Terminal of Atlanta’s Hartsfield-Jackson International Airport,Fulton,GA,US,2019-01-10,Several dozen,36,,36,,,AFGE Local 554; Federal workers,protest partial govt shutdown,0,protest,0,0,0,0,1,1,http://www.fox5atlanta.com/news/tsa-union-holds-rally-at-atlanta-s-airport,,,,,,
Chicago ,Federal Plaza,Cook,IL ,US,2019-01-10,about 50,50,,50,,,Federal workers,protest partial govt shutdown,0,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/federal-workers-to-demand-end-to-government-shutdown-at-white-house-protest/2019/01/10/330d1c4e-144c-11e9-803c-4ef28312c8b9_story.html?utm_term=.f939d2b78ba7,https://chicago.suntimes.com/news/chicago-workers-protest-partial-government-shutdown/,,,,,
Chicago ,outside R. Kelly studio; 219 N. Justine St.,Cook,IL ,US,2019-01-10,dozens,24,,24,,,general protestors ,call for boycott of Kelly's music; support prosecution of sexual assau,0,protest,0,0,0,0,1,1,https://www.wjbf.com/news/u-s-world-news/-mute-r-kelly-crowd-shows-up-to-protest/1696218468,https://www.chicagotribune.com/news/local/breaking/ct-met-r-kelly-protest-club-20190110-story.html,,#MuteRKelly,,,
Cincinnati,,Hamilton,OH,US,2019-01-10,,,,,,,Federal workers,protest partial govt shutdown,0,protest,,,,,1,1,https://www.cbsnews.com/news/federal-workers-rally-across-the-country-in-protest-of-shutdown/,,,,,,
Covington,,Kenton,KY,US,2019-01-10,,,,,,,Federal workers,protest partial govt shutdown,0,protest,,,,,1,1,https://www.cbsnews.com/news/federal-workers-rally-across-the-country-in-protest-of-shutdown/,,,,,,
Dallas,Environmental Protection Agency Offices,Dallas,TX,US,2019-01-10,dozens,24,,24,,,Federal workers,protest partial govt shutdown,1,protest,0,0,0,0,1,1,https://dfw.cbslocal.com/video/4007498-texas-federal-employees-gather-in-dallas-protest-govt-shutdown/,https://dfw.cbslocal.com/2019/01/10/rally-texas-federal-employees-government-shutdown/,,,,,
Denver,downtown,Denver,CO,US,2019-01-10,roughly 150; hundreds,150,,200,,,American Federation of Government Employees,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.9news.com/article/news/local/federal-workers-gather-downtown-to-protest-the-government-shutdown/73-67d97e0f-6c7c-49a5-895c-6774d5f5b30c,https://denver.cbslocal.com/2019/01/09/furloughed-workers-protest-denver/,https://durangoherald.com/articles/258280,,,,
Detroit,in front of McNamara Federarl Building,Wayne,MI,US,2019-01-10,about 100,100,,100,,,Federal workers,protest partial govt shutdown,0,protest,0,0,0,0,1,1,https://www.detroitnews.com/picture-gallery/news/2019/01/10/federal-employees-protest-partial-government-shutdown/2538323002/,https://www.freep.com/story/news/local/michigan/detroit/2019/01/10/government-shutdown-federal-workers-detroit/2537403002/,,,,,
Edison,Environmental Protection Agency Offices,Middlesex,NJ,US,2019-01-10,about a half dozen,6,,6,,,Federal workers,end to government shutdown,1,protest,0,0,0,0,1,1,https://eu.mycentraljersey.com/story/news/politics/2019/01/10/government-shutdown-federal-workers-epa-rally-edison-nj/2526688002/,,,,,,
Kansas City,,Jackson,MO,US,2019-01-10,,,,,,,Federal workers,protest partial govt shutdown,0,protest,0,0,0,0,1,1,https://www.kctv5.com/news/irs-workers-in-kc-protest-government-shutdown/article_73b3590c-1537-11e9-b091-07627ddab21d.html,,,,,,
Los Angeles,,Los Angeles,CA,US,2019-01-10,,,,,,,Los Angeles Educators,demanding better funding for public schools,0,protest,,,,,1,1,https://www.wsws.org/en/articles/2018/12/24/virg-d24.html,,,,,,
McAllen,outside airport,Hidalgo,TX,US,2019-01-10,several hundred,300,,300,,,general protestors ,anti-Wall; anti-Trump,1,protest,0,0,0,0,1,1,https://www.kxan.com/news/us-politics/photos-hundreds-protest-counter-protest-at-airport-for-trump-visit/1696047677,,,,,,
McAllen,outside airport,Hidalgo,TX,US,2019-01-10,,,,,,,general protestors ,pro-Wall; pro-Trump,2,protest,,,,,0,1,https://www.kxan.com/news/us-politics/photos-hundreds-protest-counter-protest-at-airport-for-trump-visit/1696047677,,,,,,
Minneapolis,,Hennepin,MN,US,2019-01-10,count video,21,,21,,,American Federation of Government Employees,end to government shutdown,1,protest,0,0,0,0,1,1,https://minnesota.cbslocal.com/2019/01/10/federal-workers-government-shutdown-protest/,,,,,,
New York ,Federal building,New York,NY,US,2019-01-10,scores,40,,40,,,general protestors ,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.nbcnews.com/politics/white-house/angry-furloughed-federal-workers-protest-shutdown-white-house-around-country-n957356,,,,,,
Ogden,federal building,Weber,UT,US,2019-01-10,about 150,150,,150,,,National Treasury Employees Union; Federal workers,protest partial govt shutdown,0,protest,0,0,0,0,1,1,https://fox13now.com/2019/01/10/irs-workers-in-ogden-rally-in-protest-of-government-shutdown/,https://www.sltrib.com/news/politics/2019/01/10/utahs-irs-workers-protest/,https://www.standard.net/news/government/ogden-irs-workers-to-rally-on-thursday-press-for-end/article_195135cc-1115-5820-83f6-2b98434e0a88.html,during snowstorm,,,
Parkersburg,Bicentenial Park,Wood,WV,US,2019-01-10,,,,,,,National Treasury Employees Union (NTEU) Chapter 190,calling for an end to the government shutdown,1,rally,,,,,1,1,http://www.newsandsentinel.com/news/local-news/2019/01/federal-workers-to-hold-rally-in-parkersburg/,,,,,,
Plantation,IRS Building,Broward,FL,US,2019-01-10,,,,,,,Federal workers,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.local10.com/news/federal-workers-protest-government-shutdown-outside-irs-building-in-plantation,,,,,,
Salem,,Roanoke,VA,US,2019-01-10,,,,,,,American Federation of Government Employees,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.wsls.com/news/virginia/roanoke/salem-protesters-demand-end-to-government-shutdown,,,,,,
San Diego,outside of the John Rhoades Federal Judicial Center Plaza,San Diego,CA,US,2019-01-10,,,,,,,The Citizens Oversight Projects; Federal workers,protest partial govt shutdown,0,protest,,,,,1,1,https://www.10news.com/news/local-news/local-group-to-protest-partial-government-shutdown,,,,,,
St. Louis,,St. Louis,MO,US,2019-01-10,,,,,,,Federal workers,protest partial govt shutdown,0,protest,,,,,1,1,https://www.cbsnews.com/news/federal-workers-rally-across-the-country-in-protest-of-shutdown/,,,,,,
Tucson,,Pima,AZ,US,2019-01-10,around 40,40,,40,,,Legalization for All Network,against border wall,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/1/10/tucson-protests-trumps-border-wall-threat,,,,,,
Washington,AFL-CIO headquarters; to White House,DC,DC,US,2019-01-10,hundreds,200,,200,,,AFSCME members; federal workers; union allies,protest partial govt shutdown,0,protest; march,0,0,0,0,1,1,https://twitter.com/AFSCME/status/1083412621221654535,https://www.washingtonpost.com/local/federal-workers-to-demand-end-to-government-shutdown-at-white-house-protest/2019/01/10/330d1c4e-144c-11e9-803c-4ef28312c8b9_story.html?utm_term=.f939d2b78ba7,https://twitter.com/Marissa_Jae/status/1083410234494857218?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1083410234494857218&ref_url=https%3A%2F%2Fwww.washingtonpost.com%2Flocal%2Ffederal-workers-to-demand-end-to-government-shutdown-at-white-house-protest%2F2019%2F01%2F10%2F330d1c4e-144c-11e9-803c-4ef28312c8b9_story.html,,,,
Washington,outside Capitol,DC,DC,US,2019-01-10,hundreds,200,,200,,,"air traffic controllers, pilots and flight attendants",protest partial govt shutdown,0,protest,0,0,0,0,0,1,https://www.washingtonpost.com/transportation/2019/01/10/air-traffic-controllers-pilots-flight-attendants-rally-capitol-urging-end-government-shutdown/?utm_term=.eb8b6978fc48,,,,,,
Boston,Post Office Square,Suffolk,MA,US,2019-01-11,dozens,24,,24,,,general protestors ,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.masslive.com/boston/2019/01/let-us-work-furloughed-federal-workers-protest-government-shutdown-in-boston.html,,,,,,
Helena,Capitol Rotunda,Lewis and Clark,MT,US,2019-01-11,at least 1800,1800,,1800,,,"Montana Wilderness Association, Montana Wildlife Federation, Backcountry Hunters and Anglers",protection of public lands,0,rally,0,0,0,0,1,1,https://kbzk.com/news/montana-news/2019/01/12/state-capitol-rotunda-packed-for-public-lands-rally/,https://eu.greatfallstribune.com/story/news/2019/01/11/large-rally-held-capitol-rotunda/2549260002/,https://helenair.com/news/local/montana-public-land-advocates-to-rally-in-helena-friday/article_c3ade570-6d63-55e4-9865-6587c74a8eb5.html,,,,
New York,UN Headquarters,New York,NY,US,2019-01-11,count pic,1,,1,,,general protestor,against inaction on climate change,1,strike,0,0,0,0,1,1,https://twitter.com/AlexandriaV2005/status/1083767274618716160,,,,,,
Seattle,1500 4th Ave,King,WA,US,2019-01-11,about 100,100,,100,,,general protestors ,against oil pipeline,0,protest,5,0,1,0,1,1,http://mynorthwest.com/1240359/police-arrest-five-in-downtown-seattle-protest-friday/?,http://fox28spokane.com/police-arrest-5-at-natural-gas-pipeline-protest-in-seattle/,https://www.kiro7.com/news/local/five-arrested-during-downtown-seattle-protest/903045753,,,,
Cadillac,,Wexford,MI,US,2019-1-12,,,,,,,pro-life activists,protesting Roe v Wade,2,protest,,,,,1,1,https://www.cadillacnews.com/news/protesting-roe-v-wade-through-national-march-and-prayer/article_f4de037f-476d-5119-8325-388b9a28a64c.html,,,,,,
Madison,,New York,WI,US,2019-01-12,250; close to 300,250,,300,,,United Against Fascism,against three percent movement,1,counter-protest,0,0,0,0,1,1,https://rewire.news/article/2019/01/14/fascists-were-once-again-outnumbered-by-counter-protests-this-time-in-wisconsin/,https://www.channel3000.com/news/united-against-facism-and-wisconsin-patriots-alliance-protests-bring-hundreds-downtown/974015862,,,,,
Madison,,New York,WI,US,2019-01-12,"dozens, 45",24,,45,,,Patriots Alliance,gun rights,2,rally,0,0,0,0,1,1,https://rewire.news/article/2019/01/14/fascists-were-once-again-outnumbered-by-counter-protests-this-time-in-wisconsin/,https://www.channel3000.com/news/united-against-facism-and-wisconsin-patriots-alliance-protests-bring-hundreds-downtown/974015862,,,,,
Millers Falls,Wendell State Forest Ranger Station,Franklin,MA,US,2019-01-12,,,,,,,Wendell State Forest Alliance,rallying against logging in the park,1,rally,,,,,1,1,https://www.recorder.com/Wendell-State-Forest-Alliance-meeting-22620988,,,,,,
San Diego,Chula Vista Station,San Diego  ,CA,US,2019-01-12,8,8,,8,,,general protesters,pro-Trump,2,counter-protest,0,0,0,0,1,1,https://timesofsandiego.com/politics/2019/01/12/go-back-to-europe-dueling-demands-as-protests-face-off-near-border-patrol-station/,,,,,,
San Diego,Chula Vista Station,San Diego,CA,US,2019-01-12,80,80,,80,,,Otay Mesa Detention Resistance,"anti-Trump, pro-refugee and immigrant",1,protest,0,0,0,0,1,1,https://timesofsandiego.com/politics/2019/01/12/go-back-to-europe-dueling-demands-as-protests-face-off-near-border-patrol-station/,,,,,,
Windsor,Windsor-Severance Library,,CO,US,2019-01-12,,,,,,,general protesters,"in support of Drag Queen Story Hour, for LGBTQ+ pride",1,counter-protest,0,0,0,0,1,0,https://www.kunc.org/arts-life/2019-01-12/windsor-librarys-drag-queen-story-hour-gets-protests-support,,,story says approximately 100 protesters and counter-protesters but no info on how many of which,,,
Windsor,Windsor-Severance Library,,CO,US,2019-01-12,,,,,,,general protesters,against Drag Queen Story Hour,2,protest,0,0,0,0,1,0,https://www.kunc.org/arts-life/2019-01-12/windsor-librarys-drag-queen-story-hour-gets-protests-support,,,story says approximately 100 protesters and counter-protesters but no info on how many of which,,,
Chicago ,Federal Center and Plaza ,Cook,IL ,US,2019-01-13,,,,,,,Friends Who March,Pro-choice rally,1,protest; rally,,,,,1,1,https://www.facebook.com/events/338846580180386/?,,,,,,
Winston-Salem,"at the spot where the now-toppled “Silent Sam” statue stood at the University of North Carolina, Chapel Hill, and then ride to Winston-Salem",Forsyth,NC,US,2019-01-13,,,,,,,Heirs to the Confederacy,supporters of a Confederate statue in North Carolina are planning a rally after the city where it stands ordered its removal,2,"protest, march",,,,,1,1,https://www.wwaytv3.com/2019/01/04/confederate-statue-supporters-to-rally-over-removal-request/,,,,,,
Atlanta,Atlanta International Airport,Fulton,GA,US,2019-01-14,,,,,,,American Federation of Government Employees,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.afge.org/article/feds-american-public-protest-government-shutdown-in-rallies-across-country/,,,,,,
Atlanta,,Fulton,GA,US,2019-01-14,,,,,,,Georgia Tech Students,Georgia Tech students protesting Gov Kemp inauguration.,0,protest,0,0,0,0,1,1,https://twitter.com/capitol_REB/status/1084885712737107974,,,,,,
Chicago ,,Cook,IL,US,2019-01-14,,,,,,,American Federation of Government Employees,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.afge.org/article/feds-american-public-protest-government-shutdown-in-rallies-across-country/,,,,,,
Detroit,McNamara Federal Building,Wayne,MI,US,2019-01-14,,,,,,,American Federation of Government Employees,end to government shutdown,1,rally,0,0,0,0,1,1,https://www.afge.org/article/feds-american-public-protest-government-shutdown-in-rallies-across-country/,,,,,,
Lexington,McConnell Senate Offices,Fayette,KY,US,2019-01-14,count video,11,,11,,,general protestors ,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.kentucky.com/news/politics-government/article224530885.html,,,,,,
Los Angeles,Grand Park; LA Unified School District Headquarters ,Los Angeles,CA,US,2019-01-14,"20,000; 50,000",20000,,50000,,,United Teachers Los Angeles,"for higher pay for teachers, for smaller classes and more support staff in LA schools ",0,march; protest,0,0,0,0,1,1,https://www.latimes.com/local/lanow/la-me-edu-lausd-strike-teachers-march-20190114-story.html,https://www.cbsnews.com/news/lausd-teacher-strike-los-angeles-teachers-poised-to-strike/,https://www.nbcnews.com/news/us-news/l-teachers-strike-tens-thousands-walk-job-los-angeles-n958336,,,,
Los Angeles,John Marshall High School,Los Angeles,CA,US,2019-01-14,,,,,,,United Teachers Los Angeles,"for higher pay for teachers, for smaller classes and more support staff in LA schools ",0,protest; strike,0,0,0,0,0,1,https://www.usatoday.com/story/news/education/2019/01/14/lausd-utla-teacher-strike-school-today-tomorrow-union-update/2567964002/,,,,,,
Los Angeles ,Gerald A. Lawson Academy of the Arts ,Los Angeles,CA,US,2019-01-14,,,,,,,United Teachers Los Angeles,"for higher pay for teachers, for smaller classes and more support staff in LA schools ",0,protest; strike,0,0,0,0,0,1,https://www.nytimes.com/2019/01/14/us/lausd-teachers-strike.html,,,,,,
Los Angeles ,LA Community Adult High School ,Los Angeles,CA,US,2019-01-14,,,,,,,United Teachers Los Angeles,"for higher pay for teachers, for smaller classes and more support staff in LA schools ",0,protest; strike,0,0,0,0,0,1,https://www.usatoday.com/story/news/education/2019/01/14/lausd-utla-teacher-strike-school-today-tomorrow-union-update/2567964002/,,,,,,
Los Angeles ,North Hollywood HS,Los Angeles,CA,US,2019-01-14,count pic,31,,31,,,United Teachers Los Angeles,"for higher pay for teachers, for smaller classes and more support staff in LA schools ",0,protest; strike,0,0,0,0,0,1,https://twitter.com/fon_tm/status/1084954311514189824,,,,,,
Los Angeles ,Paul Revere Charter Middle School ,Los Angeles,CA,US,2019-01-14,dozens ,24,,24,,,United Teachers Los Angeles,"for higher pay for teachers, for smaller classes and more support staff in LA schools ",0,protest; strike,0,0,0,0,0,1,https://www.nytimes.com/2019/01/14/us/lausd-teachers-strike.html,,,,,,
Los Angeles ,Robert F. Kennedy Community School ,Los Angeles,CA,US,2019-01-14,hundreds ,200,,200,,,United Teachers Los Angeles,"for higher pay for teachers, for smaller classes and more support staff in LA schools ",0,protest; strike,0,0,0,0,0,1,https://www.usatoday.com/story/news/education/2019/01/14/lausd-utla-teacher-strike-school-today-tomorrow-union-update/2567964002/,https://www.nytimes.com/2019/01/14/us/lausd-teachers-strike.html,,,,,
Napa,home of Nancy Pelosi,Napa,CA,US,2019-01-14,count pic,6,,6,,,general protestors ,"against illegal immigration, against U.S. Representative Nancy Pelosi",2,protest,0,0,0,0,1,1,https://twitter.com/willsommer/status/1084903339811393536,,,led by Laura Loomer,,,
New Orleans ,Canal St. to N. Morial Convention Center ,Orleans Parish,LA,US,2019-01-14,more than 350 ,350,,350,,,New Orleans Workers Center for Racial Justice ,protesting Trump's speech and his anti-immigrant views ,1,protest;march,0,0,0,0,1,1,https://www.theadvocate.com/new_orleans/news/article_330c4c18-1822-11e9-95c3-73056a95eb17.html,https://www.nola.com/news/2019/01/protestors-call-for-end-to-government-shutdown-during-trumps-visit-to-new-orleans.html,,,,,
Washington,,DC,DC,US,2019-01-14,hundreds,200,,200,,,American Federation of Government Employees,end to government shutdown,1,rally,0,0,0,0,1,1,https://www.afge.org/article/feds-american-public-protest-government-shutdown-in-rallies-across-country/,https://www.nbcnews.com/video/federal-workers-gather-in-washington-to-demand-end-to-government-shutdown-1423680067833,,,,,
Berkeley ,People's Park ,Alameda,CA,US,2019-01-15,around 10 to 50,10,,50,,,general protestors ,protesting UC Berkeley removing damaged trees from the park ,0,protest,6,0,0,0,1,1,https://www.nbcbayarea.com/news/local/Six-Protesters-Arrested-for-Camping-at-Peoples-Park-in-Berkeley-504374171.html,,,,,,
Detroit ,Downtown ,Wayne,MI,US,2019-01-15,,,,,,,general protestors ,protesting the goverement shut down and border wall ,1,protest,0,0,0,0,1,1,http://www.fox2detroit.com/news/local-news/activists-take-part-in-build-bridges-not-walls-protest-of-shutdown,,,,,,
Hamboldt County ,Hamboldt County Courthouse ,Hamboldt,CA,US,2019-01-15,approximately 50,50,,50,,,general protestors ,protesting racism and injusticies; honoring MLK; demanding justice for the death of Josiah Lawson ,1,protest,0,0,0,0,1,1,https://www.northcoastjournal.com/NewsBlog/archives/2019/01/15/dozens-gather-at-vigil-for-josiah-lawson-urge-action-from-da,,,,,,
Houston ,Johnson Space Center ,Harris,TX,US,2019-01-15,about 50,50,,50,,,general protestors ,protesting the goverement shut down ,1,protest,0,0,0,0,1,1,https://www.chron.com/news/nation-world/space/article/I-feel-helpless-About-50-people-protest-13535012.php,,,,,,
Los Angeles,24th Street ES,Los Angeles,CA,US,2019-01-15,count pic,2,,2,,,Teachers and strike supporters,"demanding higher pay, smaller classes, and more support staff in LA schools ",0,picket line; strike,0,0,0,0,1,1,https://twitter.com/UTLAnow/status/1085266923833647104,,,,,,
Los Angeles,Downtown ,Los Angeles,CA,US,2019-01-15,,,,,,,Teachers and strike supporters,"demanding higher pay, smaller classes, and more support staff in LA schools ",0,rally; strike,0,0,0,0,1,1,https://twitter.com/UTLAnow/status/1085256492691841024,https://www.nbcnews.com/news/us-news/l-teachers-strike-tens-thousands-walk-job-los-angeles-n958336,,,,,
Los Angeles,Hollywood HS,Los Angeles,CA,US,2019-01-15,count pic,13,,13,,,Teachers and strike supporters,"demanding higher pay, smaller classes, and more support staff in LA schools ",0,picket line; strike,0,0,0,0,1,1,https://twitter.com/UTLAnow/status/1085311507204698112,,,,,,
New Milford,,Litchfield,CT,US,2019-01-15,arrested,4,,4,,,Sane Energy Project,opposed to construction of new gas-fired power plant,0,civil disobedience,4,0,0,0,1,1,https://eu.poughkeepsiejournal.com/story/news/local/2019/01/16/men-chain-themselves-tractor-protest-cricket-valley-police/2592956002/,,,,,,
New York ,Jacob K. Javits Federal Building,New York,NY,US,2019-01-15,dozens,24,,24,,,American Federation of Government Employees,end to government shutdown,1,protest,0,0,0,0,1,1,http://infosurhoy.com/cocoon/saii/xhtml/en_GB/top-stories/federal-employees-activists-in-new-york-metropolis-protest-govt-shutdown/,,,,,,
New York ,Washington Square Park ,New York,NY,US,2019-01-15,,,,,,,Samidoun Palestinian Prisoner Soildarity Network ,Rally to free Ahmad Sa'adat and all Palestinian prisoners,0,rally,,,,,1,1,https://www.facebook.com/events/527977194349764/,,,,,,
Oklahoma City,400 E. Reno Ave,Oklahoma,OK,US,2019-01-15,,,,,,,Earth Strike,protesting to bring about climate change/to bring attention to climate change,1,protest,,,,,1,1,https://www.okgazette.com/oklahoma/protesting-climate/Content?oid=5394711,,,,,,
Paterson ,Outside City Hall,Passaic,NJ,US,2019-01-15,approximately 60,60,,60,,,general protestors ,"demanding to know what happen to Jameek Lowey, protesting police violence ",1,protest,0,0,0,0,1,1,https://www.lifezette.com/2019/01/angel-moms-protest-at-schumers-office-and-demand-border-wall/,,,,,,
