CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
Portland,Pioneer Courthouse Square,Multnomah,OR,US,2019-01-19,more than 100,100,,100,,,Cascades Abortion Support Collective; KBOO Community Radio; Northwest Abortion Access Fund,pro-choice; Counter Rally for Reproductive Justice,1,counter-protest,,,,,0,1,https://www.opb.org/news/article/womens-march-oregon-2019/,,,,,,
Portland,Pioneer Courthouse Square,Multnomah,OR,US,2019-01-19,,,,,,,Oregon Right to Life,anti-abortion,2,rally,,,,,0,1,https://www.opb.org/news/article/womens-march-oregon-2019/,,,,,,
Redding,in front of Holiday Inn,Shasta,CA,US,2019-01-19,another 125,125,,125,,,general protestors ,Build That Wall!,2,rally,0,0,0,0,0,1,https://www.redding.com/story/news/2019/01/19/rally-day-redding-features-three-protests/2619157002/,,,,,,
Redding,near City Hall; Sundail Bridge,Shasta,CA,US,2019-01-19,at least a dozen,12,,12,,,general protestors ,anti-abortion,2,rally,0,0,0,0,0,1,https://www.redding.com/story/news/2019/01/19/rally-day-redding-features-three-protests/2619157002/,,,,,,
Savannah,Savannah Hilton Head International Airport,Chatham,GA,US,2019-01-19,dozens,24,,24,,,Federal workers,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.wsav.com/news/local-news/federal-workers-protest-government-shutdown-at-airport/1711626267,,,,,,
Washington,,DC,DC,US,2019-01-19,,,,,,,general protestors ,against Women's March ,0,protest,,,,,0,1,https://twitter.com/sarahmccammon/status/1086683075671670784,,,,,,
Washington,,DC,DC,US,2019-01-19,,,,,,,general protestors ,anti-abortion,2,protest,,,,,0,1,https://twitter.com/sarahmccammon/status/1086684113367646213,,,,,,
Washington ,,DC,DC,US,2019-01-19,,,,,,,March for ALL Women,marching in support of all women's rights; anti-abortion,2,protest,0,0,0,0,0,1,https://www.nationalreview.com/news/women-protest-womens-march-for-jewish-pro-life-and-conservative-women/,,,,,,
Portland,Peninsula Park,Multnomah,OR,US,2019-01-20,hundreds,200,,200,,,Don't Shoot Portland,social justice,0,march,0,0,0,0,1,1,https://www.oregonlive.com/expo/news/g66l-2019/01/d4eff4e7b32544/hundreds-of-marchers-fill-the-streets-for-annual-reclaim-mlk-march-for-human-rights-dignity.html,,,,,,
State College ,Penn State University ,Centre,PA,US,2019-01-20,about 20 ,20,,20,,,general protestors ,Pro-gun rally; protesting proposed gun regulations ,2,protest,0,0,0,0,1,1,https://www.sharonherald.com/news/parkland-survivor-greeted-by-gun-rights-rally-at-penn-state/article_be22c6b2-1c53-11e9-bb52-67a0b3f0a7e1.html,,,,,,
Bruce ,Future City to Bruce Community College ,Macomb,MI,US,2019-01-21,,,,,,,Dyer County NAACP ,march to honor MLK,1,march ,,,,,1,1,https://www.stategazette.com/story/2581749.html,,,,,,
Columbia,State House,Richland,SC,US,2019-01-21,,,,,,,"Bernie Sanders, Cory Booker",speaking at Martin Luther King Day rally,1,rally,,,,,1,1,https://www.thestate.com/news/politics-government/article224082770.html,,,,,,
Denver,Civic Center Park,Denver,CO,US,2019-01-21,a dozen,12,,12,,,Get Er Done Right Colorado,opposed to supervised heroin use sites,0,protest,0,0,0,0,1,1,https://www.westword.com/news/demonstrators-rally-against-supervised-use-injection-sites-in-denver-11120966,,,,,,
Denver ,City Park to Civic Center Park,Denver,CO,US,2019-01-21,,,,,,,Freedom March,marching to honor MLK and protest the racism ,1,march,,,,,0,1,https://denver.cbslocal.com/2019/01/20/thousands-expected-marade-martin-luther-king/,,,,,,
Eureka,Humboldt County Courthouse; Adorni Center,Humboldt,CA,US,2019-01-21,,,,,,,general protestors ,"against injustice, racism, police violence",0,rally,,,,,1,1,https://www.northcoastjournal.com/NewsBlog/archives/2019/01/18/everyone-is-welcome-charmaine-lawson-on-why-she-organized-a-eureka-mlk-march,,,,,,
Gainsville,"St. John Baptist, 757 EE Butler Parkway, Gainesville, to Fair Street School, 695 Fair St",Alachua,FL,US,2019-01-21,,,,,,,Newtown Florist Club,march to honor MLK,1,,,,,,1,1,https://www.gainesvilletimes.com/news/annual-mlk-march-has-new-route-2019/,,,,,,
Jersey City,The House of the Lord ,Hudson,NJ,US,2019-01-21,,,,,,,general protestors ,marching to honor MLK and to protest racial injusice ,1,march;protest,,,,,1,1,https://www.nj.com/hudson/2019/01/mlk-jr-day-rally-march-scheduled-in-jersey-city.html,,,,,,
New Braunfels,,Comal,TX,US,2019-01-21,,,,,,,"Henry Ford, organizer",march to honor MLK,1,march,,,,,1,1,http://herald-zeitung.com/news/article_5def03e2-0d2a-11e9-a3bb-db38e6b882e8.html,,,,,,
New York ,Sanitation Salvage Offices,New York,NY,US,2019-01-21,more than a dozen,12,,12,,,former Sanitation Salvage workers,demanding unpaid wages,0,protest,0,0,0,0,1,1,https://www.propublica.org/article/ex-sanitation-salvage-workers-protest,,,,,,
Orange,Confederate Memorial of the Wind,,TX,US,2019-01-21,,,,,,,Repurpose,"for repurposing Confederate Memorial of the Wind, against white supremacy",1,protest,,,,,1,1,https://fox4beaumont.com/news/community-news/protesters-demonstrate-at-confederate-memorial-in-orange-on-mlk-day,https://repurposememorial.com/,,,,,
Panama City ,,Bay,Fl,US,2019-01-21,,,,,,,Acure,rally to honor MLK and protest the current treatment of Aferican Americans in the US,1,protest; rally,,,,,1,1,https://www.wjhg.com/content/news/Annual-Martin-Luther-King-Junior-rally-504600351.html,,,,,,
Sacramento ,Alhambra Safeway,Sacramento,CA,US,2019-01-21,,,,,,,Black Lives Matter Sacramento ,marching to honor MLK; protesting police violence ,1,march,,,,,0,1,https://www.sacbee.com/entertainment/holidays/article224589765.html,,,,,,
Sacramento ,City College to Convention Center ,Sacramento,CA,US,2019-01-21,,,,,,,March for the Dream ,a march to honor MLK; anti-trump ,1,march,,,,,1,1,https://www.sacbee.com/entertainment/holidays/article224589765.html,,,,,,
Sacramento ,Grant High School,Sacramento,CA,US,2019-01-21,,,,,,,Robert's Family Develemtn Center,marching to honor MLK ; anti-trump,1,march,,,,,0,1,https://www.sacbee.com/entertainment/holidays/article224589765.html,,,,,,
San Antonio,east side,Bexar,TX,US,2019-01-21,"hundreds of thousands; more than an estimated 100,000",100000,,200000,,,general protestors ,call for equality; remember MLK,0,march,,,,,1,1,https://www.ksat.com/news/hundreds-of-thousands-march-through-east-side-to-honor-mlks-dream-of-inclusion-equality,http://www.tpr.org/post/san-antonio-s-mlk-march-highlights-best-alamo-city,,,,,
Washington,Capitol Hill,DC,DC,US,2019-01-21,count pic,30,,30,,,general protestors ,demand diplomatic pressure on Cambodian govt,0,protest,0,0,0,0,1,1,https://www.voacambodia.com/a/cambodians-protest-in-washington-for-more-us-pressure-on-government/4752110.html,,,,,,
Weed ,Lake Shastina Community Bible Church ,Siskiyou,CA,US,2019-01-21,,,,,,,general protestors ,rally to support the LGBTQ community ,1,rally,,,,,1,1,https://z-upload.facebook.com/events/214022552870287/,,,,,,
Atlanta,Chamblee Tucker Rd.,Fulton,GA,US,2019-01-22,count pic,18,,18,,,National Treasury Employees Union; Federal workers,end to government shutdown,1,protest,0,0,0,0,1,1,http://www.fox5atlanta.com/news/atlanta-area-nteu-chapters-protest-shutdown,,,,,,
Klamath Falls,Steps of Klamath County Government Center,Klamath,OR,US,2019-01-22,More than 80,80,,80,,,general protestors ,Against abortion rights,2,protest,0,0,0,0,1,1,https://www.heraldandnews.com/members/forum/guest_commentary/pro-life-rally-inspires-cuts-across-denominations/article_a52e34a1-e55e-52ae-927e-ed7edfa4dfdf.html,,,,,,
Madison,State Capitol,Dane,WI,US,2019-01-22,,,,,,,March for Life Wisconsin,anti-abortion,2,march,0,0,0,0,1,1,https://badgerherald.com/news/2019/01/22/march-for-life-is-met-with-counter-protest-at-state-capitol/,,,,,,
Madison,State Capitol,Dane,WI,US,2019-01-22,,,,,,,Madison Abortion Defense,pro-abortion,1,march,0,0,0,0,1,1,https://badgerherald.com/news/2019/01/22/march-for-life-is-met-with-counter-protest-at-state-capitol/,,,,,,
New York  ,ABC Building,New York,NY,US,2019-01-22,,,,,,,Families for Safe Streets,protesting Whoopi Goldberg statements against bike lanes,0,protest,0,0,0,0,1,1,https://www.metro.us/news/local-news/new-york/families-safe-streets-protest-the-view-whoopi-goldberg-bike-lanes,,,,,,
New York  ,One Manhattan Square,New York,NY,US,2019-01-22,,,,,,,Coalition to Protect Chinatown and the Lower East Side,opposed to construction of One Manhattan Square,0,march,0,0,0,0,1,1,https://archpaper.com/2019/01/two-bridges-one-manhattan-square/,,,,,,
Seattle,Seattle-Tacoma International Airport,King,WA,US,2019-01-22,about 65,65,,65,,,National Air Traffic Controllers Association,end to government shutdown,1,rally,0,0,0,0,1,1,https://www.seattletimes.com/seattle-news/federal-employees-rally-outside-sea-tac-airport-to-push-for-end-of-shutdown/,,,,,,
Spokane,Spokane International Airport,Spokane,WA,US,2019-01-22,about a dozen,12,,12,,,air traffic controllers,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.kxly.com/news/air-traffic-controllers-protest-government-shutdown-outside-spokane-international-airport/986412191,,,,,,
St. Paul,State Capitol,Ramsey,MN,US,2019-01-22,thousands,2000,,2000,,,Minnesota Citizens Concerned for Life,anti-abortion,2,rally,0,0,0,0,1,1,http://www.startribune.com/thousands-brave-cold-for-minnesota-march-for-life/504711742/,,,,,,
Tampa,Tampa International Airport,Hillsborough,FL,US,2019-01-22,,,,,,,federal workers,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.kxly.com/news/air-traffic-controllers-protest-government-shutdown-outside-spokane-international-airport/986412191,,,,,,
Austin,State Capitol,Travis,TX,US,2019-01-23,over 200,200,,200,,,Venezuelans,supporting Trump policy towards Venezuela,2,protest,0,0,0,0,1,1,https://www.kxan.com/news/local/austin/venezuelans-protest-support-trump-backing-of-opposition-leader-at-capitol/1721355001,,,,,,
Helena,State Capitol,Lewis and Clark,MT,US,2019-01-23,,,,,,,Northern Plains Resource Council,better access to renewable energy,0,rally,,,,,1,1,https://www.publicnewsservice.org/2019-01-23/energy-policy/montanans-rally-for-clean-power-in-helena/a65294-1,,,,,,
Lexington,McConnell Senate Office,Fayette,KY,US,2019-01-23,about 50,50,,50,,,American Federation of Government Employees,end to government shutdown,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/national/police-called-to-shutdown-protest-at-mcconnell-office/2019/01/23/20cda1f8-1f3b-11e9-a759-2b8541bbbe20_story.html?utm_term=.e2c09e68b272,,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-01-23,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,
Miami,Venezuelan consulate,Miami-Dade,FL,US,2019-01-23,"hundreds, thousands",200,,2000,,,Venezuelans,demanding ouster of Venezuelan President Maduro,0,protest,0,0,0,0,1,1,https://miami.cbslocal.com/2019/01/23/south-florida-venezuelans-to-join-world-wide-protests-against-maduro-at-doral-park/,https://miami.cbslocal.com/video/4015370-thousands-turn-out-for-local-protest-against-venezuelas-nicolas-maduro/,,,,,
Morrisville,Raleigh-Durham International Airport,Wake,NC,US,2019-01-23,count video,19,,19,,,American Federation of Government Employees,end to government shutdown,1,rally,0,0,0,0,1,1,https://www.cbs17.com/news/local-news/tsa-protest-over-shutdown-planned-for-wednesday-afternoon-at-rdu/1718398142,,,,,,
Washington,Hart Senate Building,DC,DC,US,2019-01-23,hundreds,200,,200,,,furloughed workers,against government shutdown,1,silent protest; rally; sit-in,12,0,0,0,1,1,https://www.washingtonpost.com/local/furloughed-federal-workers-stage-sit-in-outside-senators-offices-in-washington/2019/01/23/d806e632-1f26-11e9-9145-3f74070bbdb9_story.html?utm_term=.c34f8abaadad,https://www.wusa9.com/video/news/occupyhart-hundreds-of-workers-protest-government-shutdown/65-0b9821d4-0292-47f5-93e6-c0e1354cb504,,,,,
Anaheim,intersection of Harbor Boulevard and Katella Ave,Orange,CA,US,2019-01-24,,,,,,,general protestors,Collective Bargaining; For better compensation,0,protest,21,0,0,0,1,1,http://www.ocregister.com/21-charged-with-loitering-accused-of-blocking-traffic-during-anaheim-hotel-union-protest,,,,,,
Mendocino,Ukiah campus,Mendocino,CA,US,2019-01-24,,,,,,,Mendocino College workers,Contract negotiations,0,informational picket,0,0,0,0,1,1,https://www.mendovoice.com/2019/01/mendocino-college-workers-will-hold-informational-picket-thursday/,,,,,,
Windsor Locks ,Bradley International Airport,Hartford,CT,US,2019-01-24,dozens ,24,,24,,,Professional Aviation Safely specialists ,protesting the government shut down ,1,protest,0,0,0,0,1,1,https://www.courant.com/news/connecticut/hc-news-connecticut-bradleu-aviation-picket-20190125-26fhhvgkqbdareff5wfjmiow3m-story.html,,,,,,
New York,UN Headquarters,New York ,NY,US,2019-01-25,count pic,1,,1,,,general protestor,against inaction on climate change,1,strike,0,0,0,0,1,1,https://twitter.com/AlexandriaV2005/status/1088824720563363842,,,,,,
Philadelphia,Philadelphia International Airport,Philadelphia,PA,US,2019-01-25,roughly 100,100,,100,,,federal workers,end to government shutdown,1,protest,0,0,0,0,1,1,http://www.philly.com/news/government-shutdown-philadelphia-airport-rally-tsa-agents-20190125.html,,,,,,
Denmark,Begins at Gazebo in Jim Harrison Park and march through downtown Denmark,Bamberg,SC,US,2019-01-26,about 150,150,,150,,,Denmark Citizens for Safe Water,Against hazardous conditions; Water,0,rally and march,0,0,0,0,1,1,https://www.postandcourier.com/news/expert-in-lawsuit-warns-of-new-danger-in-denmark-sc/article_8b85e426-2330-11e9-9555-f3fecebceb55.htmlhttps://thetandd.com/news/local/denmark-citizens-for-safe-water-to-hold-rally-march-in/article_ca2379c8-9ca6-5081-89a5-9c14233a809f.html,https://thetandd.com/news/local/denmark-citizens-for-safe-water-to-hold-rally-march-in/article_ca2379c8-9ca6-5081-89a5-9c14233a809f.html,,,,,
Effingham,Travelling up interstate 57,Effingham,IL,US,2019-01-26,,50,,50,,,Black Smoke Matters,Against monitoring; Transportation,0,protest,0,0,0,0,1,1,https://www.effinghamdailynews.com/news/local_news/truckers-group-takes-protest-on-the-road/article_b8b5e6d1-2323-5e3c-91cc-2f2d37192b68.html,,,Close to 50 semitrucks and passenger cars participated,,,
El Paso,Along the boarder,El Paso,TX,US,2019-01-26,hundreds,200,,200,,,general protestors ,against border wall,1,march,0,0,0,0,1,1,https://www.npr.org/2019/01/27/689121173/in-el-paso-hundreds-of-protesters-denounce-trumps-border-wall-plans?t=1548693738466,,,,,,
Fort Wayne,University of Saint Francis Performing Arts Center,Allen,TX,US,2019-01-26,,,,,,,Allen County Right to Life,protesting Roe v Wade,2,rally then march,0,0,0,0,1,1,http://www.journalgazette.net/blog/political-notebook/20190107/allen-right-to-life-to-rally-march-jan-26,,,,,,
Hartford,,Hartford,CT,US,2019-01-26,,,,,,,Connecticut Tech Worker Coalition,protest to keep tech jobs in Hartford,0,protest,0,0,0,0,1,1,https://www.newstimes.com/local/article/Tech-workers-to-rally-to-keep-India-outsourcing-13496726.php,,,,,,
Huntington Woods,Huntington Woods Library,Oakland,MI,US,2019-01-26,,,,,,,Warriors for Christ,protesting Drag Queen Story Time at the Huntington Woods Library,2,prayer/protest,0,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/oakland/2018/12/30/2nd-group-protest-library-drag-queen-story-time/2445265002/,,,,,,
Huntington Woods,Huntington Woods Library,Oakland,MI,US,2019-01-26,,,,,,,Mass Resistance,counterprotesting the Warriors for Christ protest,1,protest,0,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/oakland/2018/12/30/2nd-group-protest-library-drag-queen-story-time/2445265002/,,,,,,
Lincoln ,State Capitol,Lancaster,NE,US,2019-01-26,FB:101 ,101,,101,,,general protestors ,protesting the march for life. Pro-choice.,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/427388137793124/,,,,,,
Montpelier,State Capitol,Washington,VT,US,2019-01-26,several hundred,300,,300,,,Vermont Right to Life,anti-abortion,2,march,0,0,0,0,1,1,https://eu.burlingtonfreepress.com/story/news/local/vermont/2019/01/26/vermont-anti-abortion-advocates-pro-choice-rally-statehouse-march-for-life-2019/2655771002/,,,,,,
New Britain,Outside police headquarters,Hartford,CT,US,2019-01-26,,,,,,,Moral Monday CT group; Self Defense Brigade,protest police shooting of Zoe Dowdell,0,protest,,,,,1,1,https://www.courant.com/community/new-britain/hc-news-new-britain-zoe-dowdell-foi-20190109-dicx5yzm5ngprfpb32xbmdobry-story.html,,,,,,
New York  ,Rockefeller Center Ice RInk,New York,NY,US,2019-01-26,count video,17,,17,,,Extinction Rebellion NYC,climate change,0,protest,9,0,0,0,1,1,https://newyork.cbslocal.com/2019/01/26/rockefeller-center-protest-arrests/,,,,,,
Orchard Park,New Era Field,Erie,NY,US,2019-01-26,count pic,31,,31,,,Western New York Area Labor Federation,against New Era Derby factory closure,0,protest,0,0,0,0,1,1,https://www.wkbw.com/news/local-news/western-new-york-union-members-protest-closure-of-new-eras-derby-facility,,,,,,
San Francisco,Civic Center Plaza,,CA,US,2019-01-26,,,,,,,general protesters,for abortion rights,1,counter-protest,0,0,0,0,0,1,https://www.walkforlifewc.com/official-walk-for-life-west-coast-video-walter-hoye-on-fire/,https://mastodon.lol/@Maggiemayhem/109600322759616708,https://www.walkforlifewc.com/offiocial-walk-for-life-west-coast-video-fr-shenan-boquet/,,,,
San Francisco,Civic Center Plaza,,CA,US,2019-01-26,count video,3000,,5000,,,Walk for Life West Coast,"against abortion, for Christian values",2,march; rally,0,0,0,0,1,1,https://www.walkforlifewc.com/official-walk-for-life-west-coast-video-walter-hoye-on-fire/,https://mastodon.lol/@Maggiemayhem/109600322759616708,https://www.walkforlifewc.com/offiocial-walk-for-life-west-coast-video-fr-shenan-boquet/,,,,
Sweetwater,Ruben Dario Park,Maimi-Dade,FL,US,2019-01-26,close to 500,500,,500,,,Nicaraguans,againt Nicaraguan President Daniel Ortega,0,march,0,0,0,0,1,1,http://www.wlrn.org/post/we-are-winning-because-we-are-together-nicaraguans-south-florida-protest-against-ortega,,,,,,
Warwick,T.F. Green Airport,Kent,RI,US,2019-01-26,,,,,,,federal workers,want long-term solution to paying federal workers,0,rally,0,0,0,0,1,1,https://turnto10.com/news/local/federal-workers-in-ri-protest-government-shutdown,,,,,,
Washington,In front of the White House,DC,DC,US,2019-01-26,hundreds,200,,200,,,general protestors ,against the attempted coup d’etat set in motion by the United States in Venezuela,0,protest,0,0,0,0,1,1,https://www.liberationnews.org/dc-activists-rally-to-condemn-attempted-us-coup-in-venezuela/,,,,,,
State College ,Allen Street Gates,Centre,PA,US,2019-01-28,more than 50,50,,50,,,general protestors ,gun reform; end gun violence,0,vigil,0,0,0,0,1,1,https://www.centredaily.com/latest-news/article225193565.html,,,,,,
Flagstaff,In front of the Law Enforcement Administrative Facility,Coconino,AZ,US,2019-01-29,count pic,18,,18,,,Friends and family of Jose Montolongo,Immigration; Against ICE,1,protest,0,0,0,0,1,1,https://azdailysun.com/news/jose-montolongo-protest/collection_aa7193e9-0507-52a5-9cf8-b284d81b294e.html,,,,,,
Fort Lauderdale,Outside of Roger Stone's Fort Lauderdale home ,Broward,FL,US,2019-01-29,couple dozen ,24,,24,,,general protestors ,In support of Roger Stone ,0,rally,0,0,0,0,1,1,https://wsvn.com/news/local/around-two-dozen-people-rally-outside-the-home-of-roger-stone/,,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-01-30,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,
St. Louis,City hall,Gratiot,MO,US,2019-01-30,about 15,15,,15,,,"Elad Gross, Democratic candidate for Missouri Attorney General",For homeless residents; Other,0,protest,0,0,0,0,1,1,https://www.semissourian.com/story/2585179.html,,https://www.stltoday.com/news/local/metro/dangerous-cold-across-st-louis-heats-up-debate-on-homeless/article_75d58fc8-9520-54b1-af2e-a626e3d347b5.html,,,,
Charleston,West Virginia Senate Chamber,Kanawha,WV,US,2019-01-31,nearly 200,200,,200,,,Our Students First for Public Education,Education; Against charter schools/vouchers; Against systemic underfunding education; Against charter schools/vouchers,1,protest,0,0,0,0,1,1,https://www.journal-news.net/journal-news/teachers-rally-against-education-omnibus-at-capitol/article_75d93ed6-246c-5189-94a9-6ea974cacf95.htmlhttps://www.register-herald.com/news/our-students-first-rally-planned-to-oppose-omnibus-education-bill/article_5eee706a-c3f7-56f2-af7e-30a92ab896a9.html,,,,,,
Columbia,South Carolina State House,Richland,SC,US,2019-01-31,,,,,,,Lowcountry Students for Political Action,"advocating to close the ""Charleston Loophole"", for gun control",1,rally,0,0,0,0,1,1,https://www.live5news.com/2019/01/05/students-prepare-columbia-rally-close-charleston-loophole/,,,,,,
El Paso,ICE's El Paso Processing Center,El Paso,TX,US,2019-01-31,nearly 30; na,11,,30,,,asylum seekers,against detention and inhumane treatment,1,hunger strike,0,0,0,0,1,1,https://apnews.com/c4b201dac8bf48eba17485a5c357b810,,,gone on for weeks,,,
Fresno,March started outside the U.S. Immigrations and Customs Enforcement facility on L Street and ended at Sen. Dianne Feinstein’s office at the federal courthouse on Tulare Street,Fresno,CA,US,2019-01-31,about 25,25,,25,,,general protestors ,Immigration; For compassionate immigration,1,protest/march,0,0,0,0,1,1,https://www.fresnobee.com/news/local/article225321780.html,,,,,,
Los Angeles,Outside LA fitness gym on Sunset Boulevard,Los Angeles,CA,US,2019-01-31,,,,,,,Black Lives Matter L.A,Civil Rights; For racial justice,0,protest,0,0,0,0,1,1,https://www.latimes.com/local/lanow/la-me-ln-lapd-black-lives-matter-protest-20190201-story.html,,,,,,
Oakland,Outtside City Hall,Alameda,CA,US,2019-01-31,,200,,200,,,Union and City employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/Oakland-city-workers-rally-outside-City-Hall-13578995.php,,,,,,
Seattle,Moore theatre,King,WA,US,2019-01-31,several dozen,24,,24,,,general protestors,Other; Campaign; Against candidate,0,protest,0,0,0,0,1,1,http://westchester.news12.com/story/39888980/hometown-protest-and-fans-greet-schultz-as-he-eyes-2020-bid,,,,,,
Seattle,Washington Middle School,King,WA,US,2019-01-31,,,,,,,Students at Washington Middle School,Education; For greater funding,0,protest,0,0,0,0,1,1,https://www.kiro7.com/news/local/students-at-washington-middle-school-walked-out-of-class-to-protest-budget-cuts/912724476,,,,,,
St. Louis,Washington University,Gratiot,MI,US,2019-01-31,,,,,,,Washington University Graduate Workers Union,Collective Bargaining; For higher minimum wage,,,0,0,0,0,1,1,http://www.studlife.com/?p=95134,,,,,,