CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
New York,ADL headquarters,,NY,US,2018-12-10,count pic,13,,13,,,Jewish Voice for Peace,against ADL bringing US law enforcement agents to Israel; police,0,protest,,,,,0,1,https://jewishcurrents.org/how-the-adls-israel-advocacy-undermines-its-civil-rights-work/,,,
Oakland ,Oakland High School,Alameda,CA,US,2018-12-10,,,,,,,Oakland HS teachers,protest an impasse in contract negotiations,0,protest; walk-out,,,,,1,1,https://www.mercurynews.com/2018/12/08/oakland-high-teachers-plan-walkout-to-protest-teacher-pay/,,,
San Diego,San Diego's Border Field State Park,San Diego,CA,US,2018-12-10,about 300; more than 300,300,,300,,,American Friends Service Committee,support caravan of Central American asylum seekers,1,protest;rally,32,0,0,0,1,1,https://wjla.com/news/nation-world/border-patrol-handcuffs-demonstrators-supporting-migrants,https://bakersfieldnow.com/news/local/border-patrol-arrests-32-at-san-diego-demonstration,,31 civil dis; 1 assualt
San Francisco ,,San Francisco,CA,US,2018-12-10,na,400,,400,,,Kaiser Permanente workers,"strike for more resources, demanding more staff to reduce patient wait times",0,protest,0,0,0,0,1,0,https://www.vcstar.com/story/news/2018/12/10/kaiser-permanente-mental-health-workers-begin-week-long-strike/2272329002/,,,
Washington ,"Offices of House Democratic Leaders (Pelosi, Hoyer and McGovern)",DC,DC,US,2018-12-10,hundreds; more than a thousand ,200,,1000,,,Sunrise Movement ,calling for an immediate climate change plan ,1,protest; sit-in ,138,0,0,0,1,1,https://thehill.com/policy/energy-environment/420588-second-round-of-capitol-protests-demand-climate-change-action,https://www.rollcall.com/news/politics/150-activists-arrested-green-new-deal-protest,,
Hartford,450 Main St.,Hartford,CT,US,2018-12-11,FB: 79,79,,79,,,coalition of local orgs,protesting ICE; in support of local women at risk of being deported,1,protest,,,,,1,1,https://www.facebook.com/events/610512229380612/,,,
Oakland ,City Hall,Alameda,CA,US,2018-12-11,more than 100,100,,100,,,Oakland HS teachers ,"demanding increased wages, smaller class sizes",0,protest,0,0,0,0,1,1,https://edsource.org/2018/teacher-activism-nationwide-fueling-protest-movement-in-california/606340,https://www.sfgate.com/bayarea/article/Oakland-High-teachers-walk-out-to-protest-pay-13454757.php?t=a746be137c,,
San Francisco ,Outside Nancy Pelosi's office ,San Francisco,CA,US,2018-12-11,thousands ,2000,,2000,,,Sunrise Movement ,calling for an immediate climate change plan ,1,protest,0,0,0,0,1,1,https://twitter.com/sunrisemvmt/status/1072552833659138048,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",Ramsey,MN,US,2018-12-11,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2018/12/11/december-2018-vigil/,,second Tuesday of every month
Washington ,Capitol Hill,DC,DC,US,2018-12-11,hundreds,200,,200,,,Sunrise Movement ,calling for an immediate climate change plan (Green New Deal),1,protest,138,0,0,0,1,1,https://thehill.com/policy/energy-environment/420588-second-round-of-capitol-protests-demand-climate-change-action,,,
Stamford,Westhill High School,Fairfield,CT,US,2018-12-11,hundreds,200,,200,,,students,raise awareness to the mold issues plaguing their school,0,protest,0,0,0,0,1,1,https://www.stamfordadvocate.com/local/article/Westhill-students-stage-protest-over-mold-issues-13453976.php,,,
San Francisco ,PG&E headquarters,San Francisco,CA,US,2018-12-11,two dozen,24,,24,,,general protestors,protest PG&E for wildfires (Camp Fire),0,protest,0,0,0,0,1,1,https://www.sfgate.com/california-wildfires/article/Protestors-march-on-PG-E-offices-amid-Camp-Fire-13458630.php?t=c282443f0d,,,
Richmond,4th U.S. Circuit Court of Appeals,Richmond,VA,US,2018-12-11,,,,,,,general protestors,protest racial profiling of ICE and Trump's rescission of DACA,1,protest,0,0,0,0,1,1,https://www.dailyprogress.com/news/immigration-policy-argued-in-richmond-federal-courtrooms-and-protested-outside/article_6865ed14-7956-5e6b-8a7e-31c61a40ad61.html,,,
New York,City Hall,New York,NY,US,2018-12-11,,,,,,,general protestors,demanding more housing for the homeless,0,protest,0,0,0,0,1,1,https://www.nydailynews.com/news/politics/ny-pol-city-hall-protest-no-arrests-20181211-story.html,,,
Stamford,Westhill High School,Fairfield,CT,US,2018-12-11,upwards of 500,500,,500,,,students,protesting about mold in the school that was making both students and teachers sick,0,protest,0,0,0,0,1,1,https://www.middletownpress.com/local/article/Westhill-students-stage-protest-over-mold-issues-13453976.php,,,
Freemont ,,Alameda,CA,US,2018-12-12,about 1000,1000,,1000,,,Teachers ,"demanding increased wages, funding and resources ",0,protest,0,0,0,0,1,1,https://edsource.org/2018/teacher-activism-nationwide-fueling-protest-movement-in-california/606340,,,
Los Angeles,USC,Los Angeles,CA,US,2018-12-12,,,,,,,Los Angeles Community Action Network and the Los Angeles chapter of the Democratic Socialists of America,protesting Mayor Eric Garcetti's approach to city’s homelessness crisis,0,protest; speech interruption,0,0,0,0,1,1,https://www.latimes.com/local/lanow/la-me-ln-garcetti-usc-speech-20181210-story.html,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2018-12-12,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Lansing,State Capitol,Ingham,MI,US,2018-12-12,about 100,100,,100,,,Progress Michigan,protesting lame duck session,1,protest,0,0,0,0,1,1,https://www.wilx.com/video?vid=502553071,https://www.nytimes.com/2018/12/17/us/rick-snyder-bill-whitmer.html,https://www.woodtv.com/news/michigan/lame-duck-protesters-rally-at-capitol-in-lansing/,
New York City,City Hall,New York,NY,US,2018-12-12,,,,,,,general protestors,protesting Amazon ,1,protest,0,0,0,0,1,1,https://twitter.com/JFREJNYC/status/1072863318010933248,https://www.theguardian.com/technology/2018/dec/12/amazon-new-york-hq2-public-hearing-opposition-protest,,
Reno ,Outside Sen. Dean Heller's Office ,Washoe,NV,US,2018-12-12,,,,,,,Make the Road NV,Calling for humane immigration reform ,1,protest,0,0,0,0,1,1,https://twitter.com/maketheroadnv/status/1073012315765669888,https://twitter.com/maketheroadnv/status/1073010854612758528,,
Washington ,Senate Buildings ,DC,DC,US,2018-12-12,,,,,,,Fair Immigration Refrom Movement ,Calling for humane immigration reform and refugee rights ,1,protest,2,0,0,0,1,1,https://twitter.com/Re4mImmigration/status/1072968964718891008,,,
Southport ,Trinity Esiscopal Church ,Fairfield,CT,US,2018-12-12,FB: 13,13,,13,,,The youth of Trinity Esiscopal Church ,Remebering and honoring the lives of those who were killed at the Sandy Hook shooting,0,Interfaith Vigil ,0,0,0,0,1,1,https://www.facebook.com/events/362929804267318/,,,
Los Angeles,"Westin Bonaventure Hotel & Suites, 404 S. Figueroa St.",Los Angeles,CA,US,2018-12-12,,,,,,,Hospitality employees; Unite Here Local 11 ,demanding increase in pay to $25/hr,0,protest,,,,,1,1,https://www.sbsun.com/2018/12/11/workers-to-stage-1-day-protest-at-4-southern-california-hotels/,,,
Beverly Hills,"Beverly Wilshire, 9500 Wilshire Blvd.",Los Angeles,CA,US,2018-12-12,,,,,,,Hospitality employees; Unite Here Local 11 ,demanding increase in pay to $25/hr,0,protest,,,,,1,0,https://www.sbsun.com/2018/12/11/workers-to-stage-1-day-protest-at-4-southern-california-hotels/,,,
Anaheim,Hilton Anaheim and Sheraton Park Hotel,Orange,CA,US,2018-12-12,,,,,,,Hospitality employees; Unite Here Local 11 ,demanding increase in pay to $25/hr,0,protest,,,,,2,0,https://www.sbsun.com/2018/12/11/workers-to-stage-1-day-protest-at-4-southern-california-hotels/,,,
Columbus,State Capitol,Franklin,OH,US,2018-12-12,,,,,,,general protestors,protesting heartbeat bill,1,protest,,,,,1,1,https://www.thelantern.com/2018/12/march-planned-at-statehouse-to-protest-heartbeat-bill/,,,
Providence,City Hall,Providence,RI,US,2018-12-12,na,30,,30,,,Providence Student Union,demand the removal of police officers from their high schools,1,protest;rally,0,0,0,0,1,1,https://www.providencejournal.com/news/20181212/providence-student-union-protest-demands-removing-police-officers-from-schools,,,
Bennington,Bennington College,Bennington,VT,US,2018-12-12,about 15,15,,15,,,college students,rally to keep printing free,0,protest;rally,0,0,0,0,1,1,"https://www.benningtonbanner.com/stories/bennington-college-students-rally-to-keep-printing-free,558831",,,
Fall River,Diman Regional Vocational Technical High School,Bristol,MA,US,2018-12-12,,,,,,,general protestors,protest removal of superintendent,0,protest,0,0,0,0,1,1,https://www.wpri.com/news/local-news/se-mass/students-parents-protest-in-support-of-diman-superintendent/,,,
Philadelphia,Mayor Jim Kenney's office,Philadelphia,PA,US,2018-12-12,,,,,,,Friends of the Free Library,demand more funding for public library system,0,protest,0,0,0,0,1,1,https://6abc.com/politics/library-supporters-march-on-mayor-kenneys-office/4887531/,,,
Athens,Athens-Clarke City County Hall,Clarke,GA,US,2018-12-12,about 70,70,,70,,,Inter-Faith Sanctuary Colaition and Dignidad Inmigrante En Athens,support asylum seekers and oppose family separation,1,vigil,0,0,0,0,1,1,https://www.redandblack.com/athensnews/more-than-a-demonstration-athens-groups-host-candlelight-vigil-for/article_c94de8a6-fe89-11e8-940f-af24bc25ce01.html,,,
San Luis Obispo,Monterey Street,San Luis Obispo,CA,US,2018-12-12,about 350,350,,350,,,San Luis Obispo County Employees’ Association,demand pay raise and benefits,0,protest;strike,0,0,0,0,1,1,https://www.sanluisobispo.com/news/local/article223018215.html,,,
Riverside,Downtown ,Riverside,CA,US,2018-12-12,more than 100,100,,100,,,Amtrak workers,protest the closure of a call center and job losses,0,protest,0,0,0,0,1,1,https://abc7.com/business/amtrak-workers-protest-scheduled-closure-of-riverside-call-center/4887020/,,,
San Antonio,Chapel of the Incarnate Word ,Bexar,TX,US,2018-12-13,,,,,,,general protestors,vigil against gun violence,0,vigil,0,0,0,0,1,1,https://www.expressnews.com/news/education/article/UIW-holds-vigil-calling-for-end-to-gun-violence-13465392.php,,,
Fredonia,SUNY Fredonia,Chautauqua,NY,US,2018-12-13,more than 70,70,,70,,,students and faculty,protest cuts to majors,0,protest,0,0,0,0,1,1,https://www.observertoday.com/news/local-region/2018/12/students-faculty-protest-potential-suny-cuts/,,,
St. Paul,Public Utilities Commission,Ramsey,MN,US,2018-12-13,about 30,30,,30,,,general protestors,protest construction of crude oil pipeline,1,protest;rally,0,0,0,0,1,1,https://www.twincities.com/2018/12/13/enbridge-line-3-pipeline-protesters-look-past-regulators-after-another-loss/,,,
Lansing,headquarters for Blue Cross Blue Shield,Ingham,MI,US,2018-12-14,FB: 39,39,,39,,,Greater Detroit Democratic Socialists of America,Stand Up to BCBS: No Health Insurance CEOs on Transition Team,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/463154354210651/,https://www.fox47news.com/news/local-news/protest-held-over-whitmer-appointment,,
New York,UN Headquarters,New York,NY,US,2018-12-14,count pic,1,,1,,,general protestor,against inaction on climate change,1,strike,0,0,0,0,1,1,https://twitter.com/AlexandriaV2005/status/1073698929118715906,,,
San Diego,Mexico-US border; Border Field State Park,San Diego,CA,US,2018-12-14,more than 300,300,,300,,,general protestors,end detaining and deporting immigrants; support migrant Caravan,1,demonstration,32,0,0,0,1,1,https://www.policeone.com/border-patrol/articles/482526006-US-arrests-32-at-San-Diego-border-demonstration/,,,31 civil dis; 1 not (assault)
Shakopee,outside Amazon Fulfillment facility,Scott,MN,US,2018-12-14,about 100,100,,100,,,Somali-American Amazon workers,protesting unfair working conditions,1,protest,0,0,0,0,1,1,http://www.startribune.com/workers-protest-conditions-at-amazon-s-shakopee-center/502829882/,,,
Irvine,corner of Alton Parkway and Culver Drive,Orange,CA,US,2018-12-14,,,,,,,Orange Coast Unitarian Universalist Church,support central American migrants and oppose deportation,1,rally;protest,,,,,,,https://www.sbsun.com/2018/12/13/migrant-caravan-draws-dueling-rallies-in-southern-california/,,,
San Diego,San Ysidro,San Diego,CA,US,2018-12-14,about 30,30,,30,,,general protestors,support Trump's border wall,2,rally,,,,,,,https://www.sbsun.com/2018/12/13/migrant-caravan-draws-dueling-rallies-in-southern-california/,https://www.sandiegouniontribune.com/visuals/photography/sd-pg-america-first-rally-and-25-la-posada-20181215-photogallery.html,,
Boca Raton,Glades Road ,Palm Beach,FL,US,2018-12-14,,,,,,,general protestors,support gun control,1,rally,0,0,0,0,1,1,https://www.wptv.com/news/region-s-palm-beach-county/boca-raton/rally-in-boca-raton-calls-for-stronger-gun-control-on-sixth-anniversary-of-sandy-hook-massacre,,,
Cortez,Cortez Cultural Center plaza ,Montezuma,CO,US,2018-12-14,na,50,,50,,,Montezuma County Chapter of Moms Demand Action,demand gun control and commemorate Sandy Hook,1,rally;vigil,0,0,0,0,1,1,https://the-journal.com/articles/120841-vigil-attendees-to-legislature-pass-red-flag-law#slide=0,,,
Los Angeles,Downtown ,Los Angeles,CA,US,2018-12-15,50000 strong,50000,,50000,,,Teachers ,"demanding increased wages, funding and resources ",0,protest;march,0,0,0,0,1,1,https://edsource.org/2018/teacher-activism-nationwide-fueling-protest-movement-in-california/606340,https://truthout.org/articles/la-teachers-march-toward-the-picket-lines/,,
Los Angeles,211 W Temple St.,Los Angeles,CA,US,2018-12-15,FB: 43,43,,43,,,Black Lives Matter LA,anti-police violence; anti-racist; calling for DA to prosecute police who have killed ,1,protest,,,,,0,1,https://www.facebook.com/events/132840967391872/,,,
Tornillo,Tornillo-Guadalupe Toll Plaza,El Paso,TX,US,2018-12-15,,,,,,,coalition of local orgs,"protesting family separation, migrant detention",1,protest,,,,,1,1,https://twitter.com/TornilloWitness/status/1071374136650424321,,,
Sarasota,"Bayfront Park, Marina Jack Trail",Sarasota,FL,US,2018-12-15,,,,,,,Hands Along the Water,advocate for water quality and marine life,0,demonstration,0,0,0,0,1,1,https://www.heraldtribune.com/news/20181206/hands-along-water-to-hold-red-tide-demonstration,,,
Sarasota,"1670 U.S. 41 Bypass, Venice",Sarasota,FL,US,2018-12-15,,,,,,,Hands Along the Water,advocate for water quality and marine life,0,demonstration,0,0,0,0,1,0,https://www.heraldtribune.com/news/20181206/hands-along-water-to-hold-red-tide-demonstration,,,
Charlotte,400 W. Retta Esplanade Punta Gorda,Charlotte,FL,US,2018-12-15,,,,,,,Hands Along the Water,advocate for water quality and marine life,0,demonstration,0,0,0,0,1,0,https://www.heraldtribune.com/news/20181206/hands-along-water-to-hold-red-tide-demonstration,,,
Collier,"2880 Becca Ave., Naples",Collier,FL,US,2018-12-15,,,,,,,Hands Along the Water,advocate for water quality and marine life,0,demonstration,0,0,0,0,1,0,https://www.heraldtribune.com/news/20181206/hands-along-water-to-hold-red-tide-demonstration,,,
Lee,"Centennial Park, 2000 W. First St., Fort Myers",Madison,FL,US,2018-12-15,,,,,,,Hands Along the Water,advocate for water quality and marine life,0,demonstration,0,0,0,0,1,0,https://www.heraldtribune.com/news/20181206/hands-along-water-to-hold-red-tide-demonstration,,,
Manatee,"Palma Sola Causeway Park, 9000 Manatee Ave. W",Manatee,FL,US,2018-12-15,more than 20,20,,20,,,Hands Along the Water,advocate for water quality and marine life,0,demonstration,0,0,0,0,1,0,https://www.heraldtribune.com/news/20181206/hands-along-water-to-hold-red-tide-demonstration,https://www.bradenton.com/news/local/article223117665.html,,
Westminster,Little Saigon,Orange,CA,US,2018-12-15,"100 + ""dozens""",124,,124,,,general protestors,protest the Trump administration’s push to deport thousands of war refugees,1,protest,0,0,0,0,1,1,https://www.sandiegouniontribune.com/news/california/la-me-ln-vietnamese-refugee-march-20181215-story.html,,,
Syracuse,City Hall,Onondaga,NY,US,2018-12-15,count pic,24,,24,,,general protestors,rally for community grid option to replace the aging segment of Interstate 81,0,rally,0,0,0,0,1,1,https://cnycentral.com/news/local/supporters-continue-to-push-i-81-community-grid-option-with-city-hall-rally,,,
Fort Myers,South Florida Water Management building ,Lee,FL,US,2018-12-15,dozens,24,,24,,,general protestors,fight for clean water and stop Lake Okeechobee releases,0,rally;march,0,0,0,0,1,1,https://www.abc-7.com/story/39649467/clean-water-advocates-march-as-desantis-takes-thank-you-tour,,,
Atlanta,State Capitol,Fulton,GA,US,2018-12-15,a few dozen,24,,24,,,Georgia Alliance for Social Justice,demand clemency for Cyntoia Brown,0,protest;rally,0,0,0,0,1,1,https://www.mdjonline.com/neighbor_newspapers/northside_sandy_springs/news/clemency-rally-for-cyntoia-brown-coming-to-atlanta/article_0f3977b2-000c-11e9-96f2-ef434e682490.html,https://www.ajc.com/news/local-govt--politics/georgia-activists-hold-clemency-rally-for-tenn-inmate-cyntoia-brown/k4VEsIWz2sUqCq3LStbGcN/,,
Minneapolis,Merwin Liquors ,Hennepin,MN,US,2018-12-15,count pic,12,,12,,,general protestors,protest gun violence,1,protest,0,0,0,0,1,1,https://minnesota.cbslocal.com/2018/12/15/merwins-liquors-community-gun-violence-minneapolis-shooting/,,,
Newton,Newton Green,Sussex,NJ,US,2018-12-15,nearly 75,75,,75,,,Skylands Tea Party,protest illegal immigration and high taxes,2,protest,0,0,0,0,1,1,https://www.njherald.com/20181216/tea-party-rally-in-newton-draws-75,,,
Chicago ,Sterigenics Oak Brook HQ,Cook,IL,US,2018-12-15,count pic,50,,60,,,Stop Sterigenics,protest ethylene oxide emissions,0,protest,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/oak-brook/ct-dob-sterigenics-protest-tl-1220-story.html,,,
San Diego,"at the US border, San Ysidro",San Diego,CA,US,2018-12-15,dozens,24,,24,,,general protestors,protesting in favor of the border wall,2,protest,0,0,0,0,1,1,https://www.cbs8.com/article/news/pro-migrant-pro-border-security-activists-hold-rallies-at-the-border/509-57d17cf9-1b9c-4948-b34f-491ccae77d6d,,,
San Diego,Border Field State Park,San Diego,CA,US,2018-12-15,dozens,24,,24,,,religious leaders,protesting against the border wall and in favor of migrants,1,counter protest,0,0,0,0,0,1,https://www.cbs8.com/article/news/pro-migrant-pro-border-security-activists-hold-rallies-at-the-border/509-57d17cf9-1b9c-4948-b34f-491ccae77d6d,,,
Anchorage,,Anchorage,AK,US,2018-12-16,,,,,,,general protestors,rallying for International Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Canton,,Fulton,IL,US,2018-12-16,count pic,1,,1,,,general protestors,drug overdose awareness vigil,0,vigil,,,,,1,1,https://twitter.com/Sue98767037/status/1074471732814200834,,,
Chapel Hill ,UNC,Orange,NC,US,2018-12-16,na,8,,8,,,neo-Confederates,prayer vigil in support of confederate statue,2,vigil,0,0,0,0,1,1,https://twitter.com/kayteapeas/status/1074498463365255170,https://www.flickr.com/photos/acrider/sets/72157704707008404/,,
Chapel Hill ,UNC,Orange,NC,US,2018-12-16,about 30,30,,30,,,counter-protestors,protesting white supremacist demonstration in support of confederate statue,1,protest,0,0,0,0,0,1,https://twitter.com/kayteapeas/status/1074498463365255170,https://www.flickr.com/photos/acrider/sets/72157704707008404/,https://www.dailytarheel.com/article/2018/12/confederate-vigil-and-silent-sam-protest-mark-unc-winter-graduation,
El Paso,San Jacinto Plaza,El Paso,TX,US,2018-12-16,FB: 26,26,,26,,,ANSWER (Act Now to Stop War and End Racism) Coalition and the Party for Socialism and Liberation,vigil for migrant child who died in CBP custody,1,vigil,0,0,0,0,1,1,https://www.facebook.com/events/514791992342031/,https://www.kvia.com/news/el-paso/following-child-s-death-el-paso-residents-oppose-handling-of-migrants/936339318,,
Houston,Trinity United Methodist Church,Harris,TX,US,2018-12-16,,,,,,,general protestors,vigil for gun safety,0,vigil,,,,,1,1,https://twitter.com/ArtAcevedo/status/1074436858246033411,,,
Oakland ,,Alameda,CA,US,2018-12-16,,,,,,,general protestors,vigil for those lost to gun violence; pro-gun reform,1,vigil; rally,,,,,1,1,https://twitter.com/BuffyWicks/status/1074523073309683712,,,
Richmond,,Wayne,IN,US,2018-12-16,dozens,24,,24,,,general protestors,vigil for mother of boy who killed himself when his attempted school shooting was interrupted by police,0,vigil,0,0,0,0,1,1,https://www.wthr.com/article/richmond-rallies-days-after-school-shooting-incident,,,
Scarsdale,Scarsdale Congregational Church,Westchester,NY,US,2018-12-16,,,,,,,Moms Demand Action,vigil against gun violence,1,vigil,,,,,1,1,https://twitter.com/ShelleyBMayer/status/1074486271496601600,,,
Tucson,El Tiradito Shrine,Pima,AZ,US,2018-12-16,,,,,,,general protestors,rallying for International Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Selma,Lincoln Park,Fresno,CA,US,2018-12-16,more than 60,60,,60,,,general protestors,protest gun violence,1,protest,0,0,0,0,1,1,https://www.fresnobee.com/news/local/article223193110.html,,,
Modesto,Stanislaus County Sheriff’s Department,Stanislaus,CA,US,2018-12-16,na,120,,120,,,Direct Action Everywhere,protesting ranches and animal cruelty,0,protest,0,0,0,0,1,1,https://www.modbee.com/news/article223005615.html,,,
Chicago ,Perspectives Math and Science Academy,Cook,IL,US,2018-12-17,,,,,,,general protestors,protesting gun volience; honoring the life of a killed student ,1,vigil; protest,0,0,0,0,1,1,https://wgntv.com/2018/12/17/vigil-held-for-23-year-old-chicago-student-slain-in-missouri/,,,
Chicago ,Daley Plaza Chicago Loop,Cook,IL,US,2018-12-17,FB: 69,69,,69,,,general protestors,rallying for International Day to End Violence Against Sex Workers,1,rally,,,,,1,1,https://www.facebook.com/events/562603760840248/,,,
Colorado Springs ,,El Paso,CO,US,2018-12-17,more than 50 ,50,,50,,,general protestors,protesting gun violence; honoring the life of Brandon Coffin,1,vigil; protest,0,0,0,0,1,1,https://gazette.com/news/two-men-arrested-in-fatal-friday-night-shootings-in-east/article_b3b2897e-022c-11e9-8326-13c297da6db2.html,,,
Corvallis,Downtown,Benton,OR,US,2018-12-17,,,,,,,general protestors,protesting white nationalism,1,protest,4,1,0,0,1,1,https://thehill.com/blogs/blog-briefing-room/news/422004-oregon-white-nationalist-hospitalized-after-clash-with?rnd=1545183755,,,
Eugene,,Lane,OR,US,2018-12-17,about a dozen,12,,12,,,Egan Warming Center,vigil for homeless veterans,1,vigil,0,0,0,0,1,1,http://www.klcc.org/post/organizers-call-more-support-homeless-veterans-egan-remembrance-vigil,https://twitter.com/EganWarming,,
Honolulu,First Unitarian church,Honolulu,HI,US,2018-12-17,,,,,,,general protestors,rallying for International Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Las Vegas,,Clark ,NV,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Los Angeles,Hollywood,Los Angeles,CA,US,2018-12-17,,,,,,,general protestors,rallying for International Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Los Angeles,1431 S Atlantic Blvd,Los Angeles,CA,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,0,1,http://www.december17.org/2018-event-locations/,,,
Los Angeles,Placita Olvera,Los Angeles,CA,US,2018-12-17,FB: 216,216,,216,,,general protestors,Vigil for 7 year old Guatemalan girl who died while in custody of border patrol,1,vigil,,,,,0,1,https://twitter.com/TsbStringr/status/1074886912035381248,https://www.facebook.com/events/2219467908309981/,,
Louisville,9851 La Grange Rd,Jefferson,KY,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Manchester,235 Hanover St,Hillsborough,NH,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Milwaukee,Milwaukee Public Library,Milwaukee,WI,US,2018-12-17,FB: 17,17,,17,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,https://www.facebook.com/events/1047336562114734/,,,
Minneapolis,Seward Cafe,Hennepin,MN,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
New Haven,Grand Ave and Ferry St,New Haven,CT,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
New York City,Judson Memorial Church,New York,NY,US,2018-12-17,FB: 42,42,,42,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,rally,,,,,1,1,https://www.facebook.com/events/257706864893155/,,,
Omaha,6203 University Dr N,Douglas,NE,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,vigil; march,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Orlando,320 N Fern Creek Ave,Orange,FL,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,https://www.facebook.com/events/246191276088739/?active_tab=about,http://www.december17.org/2018-event-locations/,,
Philadeplhia,Thomas Paine Plaza,Philadelphia,PA,US,2018-12-17,FB: 6,6,,6,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Pittsburgh,Persad Center,Allegheny,PA,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Portland,SW Park and Salmon St,Multnomah,OR,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Providence,340 Lockwood St.,Providence,RI,US,2018-12-17,,,,,,,Coyote RI,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,https://www.facebook.com/events/326704017874571/,http://www.december17.org/2018-event-locations/,,
